ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
CR-A,Costa Rica,Alajuela,2020-07-04,574,0,0
CR-C,Costa Rica,Cartago,2020-07-04,107,0,0
CR-G,Costa Rica,Guanacaste,2020-07-04,155,0,0
CR-H,Costa Rica,Heredia,2020-07-04,342,0,0
CR-L,Costa Rica,Limon,2020-07-04,79,0,0
CR-P,Costa Rica,Puntarenas,2020-07-04,119,0,0
CR-SJ,Costa Rica,San Jose,2020-07-04,1404,0,0
