ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BO-B,Bolivia,Beni,,39,1,0
BO-H,Bolivia,Chuquisaca,,2,0,0
BO-C,Bolivia,Cochabamba,,71,6,13
BO-L,Bolivia,La Paz,,159,15,13
BO-O,Bolivia,Oruro,,65,2,8
BO-N,Bolivia,Pando,,12,1,6
BO-P,Bolivia,Potosi,,0,0,0
BO-S,Bolivia,Santa Cruz,,489,20,14
BO-T,Bolivia,Tarija,,3,0,0
