ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BO-B,Bolivia,Beni,,0,0,0
BO-H,Bolivia,Chuquisaca,,1,0,0
BO-C,Bolivia,Cochabamba,,52,4,0
BO-L,Bolivia,La Paz,,73,10,0
BO-O,Bolivia,Oruro,,13,2,1
BO-N,Bolivia,Pando,,11,0,0
BO-P,Bolivia,Potosi,,0,0,0
BO-S,Bolivia,Santa Cruz,,163,10,1
BO-T,Bolivia,Tarija,,2,0,0
