ISO 3166-2 Code,Country,Subdivision,Last Update,2020-02-25,2020-02-26,2020-02-27,2020-02-28,2020-02-29,2020-03-01,2020-03-02,2020-03-03,2020-03-04,2020-03-05,2020-03-06,2020-03-07,2020-03-08,2020-03-09,2020-03-10,2020-03-11,2020-03-12,2020-03-13,2020-03-14,2020-03-15,2020-03-16,2020-03-17,2020-03-18,2020-03-19,2020-03-20,2020-03-21,2020-03-22,2020-03-23,2020-03-24,2020-03-25,2020-03-26,2020-03-27,2020-03-28,2020-03-29,2020-03-30,2020-03-31,2020-04-01,2020-04-02,2020-04-03,2020-04-04,2020-04-05,2020-04-06,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-29,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06
AR-S,Argentina,Santa Fe,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,4,6,10,0,0.0,0.0,0,22,29,33,51.0,80.0,100.0,147.0,172,246.0,265.0,367,466,510.0,629.0,750,859,1017.0,1139.0,1200,1336,1515,1678,1811,1902,2032.0,2082.0,2181.0,2339.0,2442.0,2555.0,2703.0,2833.0,2942.0,3100.0,3268.0,3441.0,3610.0,3799.0,3981.0,4076.0,4307.0,4419.0,4563.0,4721.0,4836.0,4898.0,4962.0,5076.0,5209.0,5331.0,5480.0,5578.0,5689.0,5762.0,5911.0,6005.0,6179.0,6300.0,6455.0,6553.0,6641.0,6788.0,6994.0,7227.0,7427.0,7647.0,7786.0,7892.0,7970.0,8075.0,8244.0,8469.0,8678.0,8832.0,8937.0,9047.0,9182.0,9364.0,9520.0,9669.0,9886.0,9951.0,10122.0,10294.0,10449.0,10595.0,10734.0,10865.0,10957.0,11016.0,11057.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-G,Argentina,Santiago del Estero,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,1.0,0,0,0,4,5.0,7.0,0.0,0.0,0,0.0,16.0,0,0,0.0,0.0,17,29,31.0,0.0,0,45,52,61,0,0,77.0,78.0,89.0,92.0,95.0,99.0,107.0,0.0,0.0,113.0,116.0,123.0,131.0,138.0,144.0,166.0,167.0,194.0,196.0,207.0,208.0,0.0,0.0,223.0,232.0,242.0,251.0,277.0,287.0,289.0,296.0,315.0,398.0,433.0,480.0,481.0,0.0,590.0,705.0,806.0,883.0,957.0,958.0,0.0,1186.0,1187.0,1192.0,1255.0,1305.0,1345.0,0.0,1355.0,1432.0,1512.0,1582.0,1626.0,1632.0,0.0,1726.0,1793.0,1953.0,2068.0,2086.0,2148.0,2178.0,0.0,2200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-V,Argentina,Tierra del Fuego,2020-08-07 19:28:25.003311,0.0,0,1,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,8.0,0.0,0,10,0,14,20.0,0.0,21.0,29.0,42,45.0,55.0,68,81,131.0,136.0,141,223,258.0,299.0,314,332,354,372,402,418,452.0,470.0,502.0,526.0,628.0,655.0,682.0,728.0,742.0,763.0,786.0,823.0,828.0,860.0,876.0,890.0,908.0,920.0,957.0,983.0,1018.0,1039.0,1059.0,1072.0,1081.0,1102.0,1131.0,1143.0,1166.0,1174.0,1182.0,1194.0,1214.0,1228.0,1234.0,1239.0,1247.0,1259.0,1274.0,1288.0,1303.0,1314.0,1330.0,1338.0,1342.0,1365.0,1387.0,1404.0,1422.0,1438.0,1450.0,1463.0,1466.0,1472.0,1488.0,1495.0,1502.0,1510.0,1518.0,1525.0,1532.0,1536.0,1545.0,1552.0,1557.0,1558.0,1559.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AR-T,Argentina,Tucuman,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,4,0,0,0,0,0.0,12.0,0,25,0,30,37.0,43.0,44.0,53.0,65,86.0,102.0,132,0,0.0,167.0,186,247,270.0,284.0,304,317,335,361,387,409,426.0,436.0,457.0,481.0,518.0,564.0,607.0,664.0,697.0,716.0,765.0,838.0,925.0,1010.0,1088.0,1127.0,1177.0,1235.0,1310.0,1444.0,1542.0,1667.0,1791.0,1830.0,1885.0,1922.0,2025.0,2151.0,2217.0,2273.0,2318.0,2385.0,2456.0,2535.0,2653.0,2788.0,2853.0,2927.0,3034.0,3206.0,3298.0,3427.0,3585.0,3669.0,3774.0,3959.0,4056.0,4174.0,4306.0,4449.0,4576.0,4650.0,4702.0,4815.0,4886.0,4953.0,5157.0,5255.0,5313.0,5370.0,5455.0,5531.0,5652.0,5822.0,5902.0,5943.0,5949.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BO-B,Bolivia,Beni,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,2.0,33.0,39.0,57.0,62.0,63.0,67.0,67.0,83.0,191.0,212.0,212.0,212.0,212.0,231.0,312.0,312.0,314.0,389.0,389.0,436.0,509.0,548.0,551.0,551.0,581.0,679.0,833.0,902.0,1015.0,1097.0,1097.0,1142.0,1242.0,1355.0,1506.0,1576.0,1707.0,1809.0,1885.0,1965.0,2101.0,2278.0,2428.0,2472.0,2511.0,2511.0,2692.0,2778.0,2809.0,2927.0,2944.0,2954.0,2962.0,2994.0,3128.0,3326.0,3473.0,3581.0,3613.0,3679.0,3785.0,3887.0,3920.0,3934.0,3975.0,4041.0,4075.0,4119.0,4173.0,4203.0,4265.0,4275.0,4275.0,4332.0,4435.0,4611.0,4695.0,4794.0,4811.0,4837.0,4861.0,4904.0,4957.0,5026.0,5040.0,5068.0,5092.0,5124.0,5163.0,5173.0,5193.0,5276.0,5289.0,5290.0,5295.0,5315.0,5325.0,5376.0,5441.0,5552.0,5619.0,5638.0,5669.0,5697.0,5729.0
BO-H,Bolivia,Chuquisaca,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,1.0,1,1,1.0,1.0,1,1,1.0,1.0,1,1,1,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,5.0,6.0,6.0,11.0,11.0,14.0,15.0,15.0,15.0,15.0,15.0,15.0,16.0,17.0,17.0,17.0,19.0,19.0,19.0,21.0,21.0,22.0,22.0,25.0,25.0,25.0,25.0,26.0,28.0,29.0,31.0,32.0,38.0,39.0,39.0,39.0,43.0,61.0,74.0,85.0,100.0,102.0,117.0,129.0,134.0,185.0,196.0,253.0,301.0,301.0,382.0,422.0,470.0,524.0,578.0,637.0,644.0,707.0,766.0,811.0,852.0,917.0,967.0,1000.0,1068.0,1099.0,1162.0,1165.0,1298.0,1332.0,1332.0,1374.0,1422.0,1490.0,1536.0,1588.0,1605.0,1637.0,1662.0,1698.0,1736.0,1807.0,1826.0,1834.0,1894.0,1921.0,1944.0,1962.0,2051.0,2094.0,2141.0,2199.0,2261.0,2337.0,2436.0
BO-C,Bolivia,Cochabamba,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,1,1,1,1.0,1.0,1,1,1,2,2.0,3.0,3.0,3.0,3,10.0,14.0,14,18,20.0,20.0,21,22,24.0,25.0,33,33,38,47,48,48,49.0,52.0,54.0,57.0,59.0,59.0,60.0,60.0,61.0,61.0,62.0,63.0,66.0,70.0,71.0,78.0,78.0,79.0,80.0,80.0,80.0,81.0,81.0,82.0,82.0,82.0,82.0,90.0,95.0,104.0,109.0,130.0,148.0,170.0,196.0,214.0,224.0,228.0,246.0,259.0,266.0,285.0,295.0,329.0,339.0,345.0,376.0,419.0,488.0,556.0,611.0,714.0,786.0,851.0,898.0,960.0,1022.0,1097.0,1097.0,1231.0,1297.0,1369.0,1441.0,1537.0,1723.0,1878.0,1915.0,2041.0,2179.0,2302.0,2360.0,2551.0,2612.0,2775.0,2920.0,2970.0,3233.0,3416.0,3468.0,3501.0,3640.0,3744.0,3836.0,4089.0,4146.0,4199.0,4429.0,4492.0,4635.0,4769.0,4915.0,5014.0,5188.0,5315.0,5468.0,5744.0,5926.0,6045.0,6277.0,6406.0,6526.0,6694.0,6887.0,7047.0,7305.0,7420.0,7544.0,8104.0,8310.0,8410.0,8582.0,9030.0,9418.0,9626.0,9815.0,10031.0,10213.0,10309.0
BO-L,Bolivia,La Paz,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,1.0,1.0,1.0,3.0,4,8.0,8.0,10,13,14.0,16.0,16,19,20.0,23.0,32,37,39,57,57,59,65.0,73.0,80.0,91.0,101.0,120.0,120.0,126.0,133.0,134.0,137.0,140.0,150.0,155.0,159.0,168.0,185.0,188.0,202.0,218.0,221.0,236.0,241.0,243.0,253.0,260.0,271.0,294.0,301.0,309.0,313.0,316.0,319.0,322.0,328.0,333.0,335.0,342.0,355.0,363.0,375.0,381.0,386.0,394.0,403.0,410.0,415.0,423.0,444.0,478.0,507.0,555.0,614.0,635.0,661.0,692.0,737.0,754.0,754.0,804.0,842.0,932.0,983.0,1064.0,1149.0,1213.0,1254.0,1298.0,1386.0,1469.0,1545.0,1780.0,1918.0,1966.0,2161.0,2373.0,2580.0,2774.0,2882.0,2967.0,3029.0,3241.0,3397.0,3634.0,3872.0,4205.0,4685.0,4876.0,5151.0,5376.0,5704.0,6366.0,6703.0,7124.0,7402.0,7662.0,7976.0,8209.0,8922.0,9655.0,10190.0,10621.0,11409.0,11943.0,12273.0,13371.0,13780.0,14403.0,14618.0,14982.0,15595.0,15951.0,16425.0,16823.0,17699.0,18115.0,19024.0,19575.0
BO-O,Bolivia,Oruro,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,1,7,7,7,7.0,7.0,7,7,7,8,8.0,8.0,8.0,8.0,8,8.0,8.0,8,8,8.0,8.0,8,8,8.0,8.0,8,8,8,8,8,9,11.0,13.0,14.0,30.0,37.0,38.0,42.0,45.0,45.0,49.0,49.0,59.0,62.0,65.0,65.0,79.0,92.0,92.0,102.0,102.0,107.0,111.0,111.0,111.0,113.0,113.0,115.0,116.0,121.0,124.0,124.0,128.0,128.0,132.0,132.0,133.0,135.0,137.0,138.0,138.0,141.0,143.0,145.0,150.0,151.0,153.0,155.0,159.0,166.0,190.0,204.0,210.0,218.0,222.0,238.0,247.0,256.0,260.0,260.0,288.0,305.0,334.0,358.0,369.0,378.0,389.0,400.0,420.0,443.0,459.0,469.0,488.0,599.0,675.0,699.0,721.0,792.0,794.0,878.0,899.0,949.0,1012.0,1093.0,1145.0,1189.0,1233.0,1283.0,1380.0,1491.0,1546.0,1635.0,1701.0,1786.0,1861.0,1921.0,1974.0,2016.0,2112.0,2177.0,2211.0,2244.0,2346.0,2431.0,2506.0,2557.0,2657.0,2756.0,2822.0,2859.0,2913.0,3073.0,3073.0,3573.0,3693.0,3741.0,3890.0,3960.0,4027.0
BO-N,Bolivia,Pando,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,1,1,1.0,1.0,4,6,6.0,6.0,6,6,10,10,10,10,11.0,11.0,11.0,11.0,11.0,11.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,12.0,13.0,13.0,13.0,13.0,13.0,14.0,14.0,14.0,14.0,14.0,23.0,23.0,23.0,47.0,65.0,65.0,94.0,130.0,175.0,238.0,267.0,286.0,307.0,315.0,386.0,409.0,425.0,476.0,482.0,496.0,505.0,507.0,513.0,562.0,567.0,567.0,568.0,568.0,636.0,713.0,717.0,808.0,934.0,1006.0,1026.0,1026.0,1026.0,1026.0,1026.0,1045.0,1045.0,1045.0,1045.0,1045.0,1057.0,1178.0,1204.0,1212.0,1213.0,1300.0,1311.0,1362.0,1365.0,1367.0,1373.0,1375.0,1398.0,1407.0,1419.0,1428.0,1428.0,1431.0,1459.0,1495.0,1517.0
BO-P,Bolivia,Potosi,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,1.0,1.0,3,3,3.0,4.0,4,5,5.0,5.0,5,8,10,13,13,13,15.0,15.0,15.0,15.0,15.0,16.0,18.0,18.0,19.0,19.0,19.0,21.0,21.0,21.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,26.0,33.0,35.0,35.0,35.0,35.0,35.0,35.0,36.0,36.0,36.0,36.0,36.0,36.0,38.0,39.0,39.0,40.0,41.0,41.0,41.0,42.0,44.0,44.0,44.0,46.0,48.0,48.0,68.0,70.0,93.0,98.0,119.0,147.0,171.0,183.0,183.0,200.0,205.0,268.0,274.0,295.0,331.0,343.0,361.0,378.0,378.0,407.0,424.0,428.0,546.0,560.0,576.0,588.0,589.0,603.0,641.0,664.0,674.0,689.0,720.0,728.0,758.0,761.0,782.0,801.0,831.0,844.0,847.0,858.0,895.0,919.0,969.0,1000.0,1060.0,1086.0,1097.0,1172.0,1188.0,1188.0,1249.0,1266.0,1385.0,1390.0,1436.0,1443.0,1458.0,1464.0,1470.0,1486.0,1520.0,1576.0,1627.0,1670.0,1747.0,1760.0
BO-S,Bolivia,Santa Cruz,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,1,2,2,2,2,3.0,3.0,4,4,6,8,9.0,15.0,16.0,18.0,24,34.0,42.0,44,52,59.0,64.0,68,70,74.0,88.0,97,100,103,127,130,134,147.0,163.0,177.0,190.0,215.0,218.0,237.0,255.0,290.0,317.0,324.0,371.0,385.0,446.0,489.0,525.0,553.0,587.0,615.0,656.0,693.0,806.0,904.0,979.0,1083.0,1160.0,1318.0,1387.0,1537.0,1633.0,1823.0,1925.0,2041.0,2163.0,2297.0,2518.0,2763.0,2894.0,2982.0,3241.0,3414.0,3665.0,3900.0,4199.0,4527.0,4888.0,5366.0,5774.0,5946.0,6542.0,6711.0,7018.0,7235.0,7637.0,7952.0,8144.0,8556.0,8676.0,8676.0,9224.0,9594.0,10127.0,10536.0,11154.0,11424.0,11741.0,12366.0,12725.0,12988.0,13539.0,14165.0,14499.0,15067.0,15442.0,15984.0,16555.0,16777.0,17455.0,17873.0,18211.0,18881.0,19257.0,19991.0,20558.0,21190.0,21752.0,21953.0,22398.0,22926.0,23411.0,24025.0,24625.0,24900.0,25260.0,26124.0,26671.0,27744.0,28989.0,29484.0,29754.0,30309.0,30887.0,31400.0,31656.0,31846.0,32138.0,32372.0,32653.0,33084.0,33550.0,33990.0,34409.0,34738.0,34972.0,35296.0,35759.0,36081.0,36459.0
BO-T,Bolivia,Tarija,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,1.0,1.0,1,1,1.0,1.0,1,1,1,1,1,1,1.0,2.0,2.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,6.0,6.0,6.0,9.0,10.0,10.0,10.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,13.0,14.0,17.0,18.0,18.0,18.0,19.0,19.0,19.0,22.0,24.0,32.0,32.0,37.0,37.0,40.0,44.0,49.0,58.0,58.0,58.0,68.0,69.0,77.0,87.0,112.0,112.0,123.0,149.0,175.0,191.0,206.0,239.0,246.0,275.0,299.0,331.0,393.0,432.0,514.0,537.0,596.0,652.0,709.0,764.0,830.0,916.0,971.0,1039.0,1069.0,1214.0,1284.0,1454.0,1501.0,1501.0,1533.0,1660.0,1743.0,1873.0,2028.0,2347.0,2483.0,2561.0,2583.0,2588.0,2594.0,2645.0,2825.0,3050.0,3194.0,3387.0,3548.0,3779.0,3929.0,4045.0,4275.0,4400.0,4507.0,4587.0,4611.0
BR-AC,Brazil,Acre,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,3,7,9.0,11.0,11.0,17.0,23,24.0,25.0,25,34,42.0,42.0,43,43,46.0,46.0,48,50,50,54,62,70,72.0,77.0,90.0,99.0,101.0,110.0,135.0,142.0,163.0,176.0,195.0,214.0,227.0,234.0,258.0,279.0,279.0,311.0,354.0,404.0,486.0,553.0,657.0,733.0,817.0,943.0,1014.0,1177.0,1335.0,1447.0,1460.0,1590.0,1694.0,1740.0,1785.0,1867.0,1997.0,2234.0,2482.0,2817.0,3103.0,3343.0,3867.0,4160.0,4501.0,4781.0,5251.0,5600.0,5841.0,6072.0,6219.0,6326.0,6465.0,6679.0,7021.0,7284.0,7525.0,7983.0,8128.0,8457.0,8746.0,9091.0,9295.0,9534.0,9642.0,9771.0,10003.0,10339.0,10664.0,10987.0,11263.0,11381.0,11539.0,11810.0,12022.0,12304.0,12644.0,12913.0,13058.0,13146.0,13253.0,13715.0,14048.0,14112.0,14487.0,14622.0,14688.0,14941.0,15167.0,15465.0,15768.0,16080.0,16190.0,16260.0,16479.0,16672.0,16865.0,16965.0,17202.0,17295.0,17462.0,17700.0,17979.0,18157.0,18393.0,18657.0,18745.0,18783.0,19132.0,19366.0,19573.0,19625.0,,,,,,
BR-AL,Brazil,Alagoas,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,1,1,1,1,1,1,1,1.0,1.0,1,1,4,5,7.0,7.0,7.0,9.0,11,11.0,11.0,14,17,17.0,18.0,18,18,22.0,23.0,28,31,32,37,37,45,48.0,48.0,50.0,72.0,82.0,89.0,110.0,132.0,159.0,171.0,210.0,243.0,324.0,413.0,501.0,554.0,643.0,777.0,957.0,1044.0,1226.0,1372.0,1441.0,1538.0,1606.0,1703.0,1867.0,2033.0,2172.0,2258.0,2343.0,2580.0,2761.0,2972.0,3212.0,3593.0,3816.0,4031.0,4316.0,4437.0,4916.0,5302.0,5630.0,6214.0,6682.0,7058.0,7580.0,8055.0,8618.0,9223.0,10288.0,10837.0,11559.0,12407.0,13097.0,13937.0,14818.0,15706.0,15706.0,17193.0,18176.0,19200.0,20031.0,20887.0,22199.0,22962.0,23632.0,24867.0,25633.0,26906.0,27698.0,28657.0,29395.0,30248.0,31230.0,32065.0,32864.0,33521.0,34312.0,35117.0,35962.0,36819.0,37328.0,38404.0,39255.0,39935.0,40569.0,41524.0,42322.0,43191.0,43959.0,44633.0,45330.0,46296.0,47005.0,47864.0,48734.0,49253.0,49583.0,50078.0,50307.0,50951.0,51680.0,52529.0,53713.0,54730.0,55376.0,56204.0,57142.0,58124.0,58979.0,59725.0,,,,,,
BR-AP,Brazil,Amapa,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,1,1.0,1.0,1.0,1.0,1,2.0,2.0,4,4,8.0,10.0,11,11,19.0,28.0,29,34,48,107,128,166,193.0,230.0,242.0,307.0,334.0,362.0,370.0,393.0,416.0,433.0,457.0,479.0,548.0,633.0,685.0,798.0,842.0,918.0,1016.0,1080.0,1121.0,1187.0,1482.0,1733.0,1931.0,2046.0,2199.0,2322.0,2493.0,2613.0,2671.0,2910.0,3005.0,3428.0,3630.0,3834.0,3952.0,4023.0,4310.0,4549.0,5188.0,5655.0,6091.0,6353.0,6584.0,6967.0,7619.0,8152.0,8469.0,9313.0,9602.0,9890.0,10511.0,11107.0,11551.0,12327.0,12773.0,13045.0,13294.0,13771.0,14623.0,15166.0,15683.0,16322.0,16512.0,16813.0,18024.0,18618.0,19387.0,19922.0,21574.0,21840.0,24682.0,26437.0,26919.0,27415.0,27662.0,27901.0,27985.0,28253.0,28492.0,28927.0,29153.0,29574.0,29809.0,29883.0,30004.0,30294.0,30524.0,30763.0,31080.0,31279.0,31364.0,31552.0,31885.0,32408.0,33004.0,33436.0,33585.0,33705.0,34145.0,34405.0,34660.0,34838.0,35026.0,35162.0,35220.0,35364.0,35697.0,35973.0,36272.0,36468.0,,,,,,
BR-AM,Brazil,Amazonas,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,1.0,1.0,1,1,3,3,11.0,26.0,32.0,47.0,54,67.0,81.0,111,140,151.0,175.0,200,229,260.0,311.0,417,532,636,804,899,981,1050.0,1206.0,1275.0,1484.0,1554.0,1719.0,1809.0,1897.0,2044.0,2160.0,2270.0,2479.0,2888.0,3194.0,3635.0,3833.0,3928.0,4337.0,4801.0,5254.0,5723.0,6062.0,6683.0,7242.0,8109.0,9243.0,10099.0,10727.0,11925.0,12599.0,12919.0,14168.0,15816.0,17181.0,18392.0,19677.0,20328.0,20913.0,22132.0,23704.0,25367.0,27038.0,28802.0,29867.0,30282.0,31949.0,33508.0,36146.0,38909.0,40560.0,41378.0,41774.0,43195.0,44347.0,46473.0,47666.0,48785.0,49269.0,49811.0,51234.0,52849.0,53989.0,55111.0,56026.0,56506.0,56777.0,58018.0,59547.0,60736.0,61683.0,62902.0,63410.0,63731.0,65073.0,66764.0,67267.0,68220.0,69022.0,69649.0,69893.0,70823.0,72284.0,73530.0,74537.0,75945.0,76014.0,76424.0,79167.0,80082.0,81318.0,82507.0,83230.0,83526.0,84412.0,85641.0,86944.0,88025.0,88822.0,90534.0,90913.0,91389.0,92164.0,92721.0,94219.0,95424.0,96094.0,96463.0,97079.0,98118.0,99093.0,100140.0,100940.0,,,,,,
BR-BA,Brazil,Bahia,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,1.0,2.0,2,2,2,2,2,2,2,2.0,2.0,3,3,30,33,41.0,49.0,63.0,76.0,84,104.0,115.0,128,154,176.0,213.0,246,267,282.0,332.0,401,431,456,497,559,604,635.0,673.0,723.0,759.0,807.0,951.0,1059.0,1193.0,1230.0,1341.0,1489.0,1644.0,1789.0,1962.0,2081.0,2209.0,2354.0,2540.0,2646.0,2851.0,3085.0,3315.0,3495.0,3734.0,4040.0,4301.0,4528.0,4818.0,5174.0,5558.0,5808.0,6204.0,6547.0,6955.0,8128.0,8314.0,8443.0,8581.0,11013.0,11197.0,11941.0,12557.0,13000.0,13899.0,14204.0,14566.0,15070.0,15963.0,16917.0,17626.0,18392.0,18898.0,21430.0,22451.0,23463.0,26419.0,27396.0,28250.0,28715.0,30481.0,32685.0,33891.0,34665.0,35788.0,36401.0,37620.0,39206.0,40926.0,41577.0,43922.0,45304.0,46279.0,47086.0,49084.0,51931.0,54291.0,56422.0,65244.0,68495.0,69467.0,73307.0,76485.0,79349.0,82314.0,85485.0,87048.0,88279.0,91954.0,95536.0,98319.0,101186.0,104188.0,105763.0,106891.0,110029.0,112993.0,116373.0,118657.0,120238.0,122169.0,123292.0,126844.0,133245.0,138358.0,142767.0,146399.0,148179.0,149109.0,153313.0,157334.0,161630.0,166154.0,,,,,,
BR-CE,Brazil,Ceara,2020-08-07 19:28:25.003311,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0.0,0.0,5,9,20,55,68.0,112.0,163.0,182.0,200,235.0,282.0,314,348,372.0,390.0,444,550,627.0,730.0,823,1013,1051,1291,1425,1478,1582.0,1676.0,1800.0,2005.0,2157.0,2386.0,2684.0,3034.0,3252.0,3482.0,3716.0,3910.0,4598.0,4800.0,5421.0,5833.0,6726.0,6918.0,7267.0,7606.0,7879.0,8309.0,8370.0,11040.0,11470.0,12304.0,13888.0,14956.0,15879.0,16692.0,17599.0,18412.0,19156.0,21077.0,22490.0,23795.0,24255.0,26363.0,28112.0,30560.0,31413.0,34573.0,35122.0,35595.0,36185.0,37021.0,37275.0,37821.0,38395.0,46506.0,48489.0,50504.0,53073.0,56056.0,59795.0,61595.0,63575.0,64271.0,65605.0,68384.0,71402.0,73879.0,75705.0,76429.0,76748.0,79462.0,81289.0,84967.0,87273.0,89863.0,92156.0,92866.0,94158.0,97528.0,99578.0,102126.0,104422.0,106628.0,107568.0,108225.0,108699.0,113017.0,115524.0,118041.0,120952.0,121464.0,122477.0,124952.0,128471.0,131000.0,133546.0,135945.0,136785.0,137206.0,139437.0,141248.0,144000.0,145938.0,146544.0,146972.0,147566.0,148986.0,153108.0,156242.0,158824.0,161597.0,162085.0,162429.0,165550.0,169072.0,171468.0,173882.0,,,,,,
