ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
CR-A,Costa Rica,Alajuela,2020-05-30,262,0,0
CR-C,Costa Rica,Cartago,2020-05-30,66,0,0
CR-G,Costa Rica,Guanacaste,2020-05-30,77,0,0
CR-H,Costa Rica,Heredia,2020-05-30,99,0,0
CR-L,Costa Rica,Limon,2020-05-30,20,0,0
CR-P,Costa Rica,Puntarenas,2020-05-30,51,0,0
CR-SJ,Costa Rica,San Jose,2020-05-30,460,0,0
