"Code
  Weather Station",Date,T max (°C),T min (°C),"Relative
  Humidity (%)","Rainfall
  (mm/day) "
"116017",2019-11-01,24.2,9.8,"44.9","0"
"116017",2019-11-02,25,10,"49.9","0"
"116017",2019-11-03,24.8,10.6,"49.1","0"
"116017",2019-11-04,24,10.8,"55.9","0"
"116017",2019-11-05,24.8,11.6,"57.9","0"
"116017",2019-11-06,25.6,12,"54.5","0"
"116017",2019-11-07,26.4,11.4,"49.5","0"
"116017",2019-11-08,26.8,11.2,"45.4","0"
"116017",2019-11-09,27,11.8,"46.7","0"
"116017",2019-11-10,24.2,13.8,"46.8","0"
"116017",2019-11-11,22.8,12.2,"60.8","0"
"116017",2019-11-12,24.4,11,"55.9","0"
"116017",2019-11-13,24.2,10.6,"50.3","0"
"116017",2019-11-14,23.8,9.8,"52.3","0"
"116017",2019-11-15,22.8,10,"52.1","0"
"116017",2019-11-16,22.2,8.6,"50.8","0"
"116017",2019-11-17,23.6,8.8,"52","0"
"116017",2019-11-18,25.4,9.8,"46.6","0"
"116017",2019-11-19,25.2,13,"45.5","0"
"116017",2019-11-20,25.8,12.8,"49.2","0"
"116017",2019-11-21,26,11,"43.9","0"
"116017",2019-11-22,24.2,10.8,"49.7","0"
"116017",2019-11-23,23.8,11,"50.7","0"
"116017",2019-11-24,23.4,12,"55.1","0"
"116017",2019-11-25,22.4,11.6,"61.8","0"
"116017",2019-11-26,25.6,10.6,"52.8","0"
"116017",2019-11-27,26.8,12.6,"49.4","0"
"116017",2019-11-28,25.2,11.4,"50.1","0"
"116017",2019-11-29,25,10.4,"49.6","0"
"116017",2019-11-30,23.8,9.6,"48.6","0"
"116017",2019-12-01,24.2,10.8,"54.8","0"
"116017",2019-12-02,25.4,11,"58.5","0"
"116017",2019-12-03,25.6,11.4,"47.9","0"
"116017",2019-12-04,24.8,10.2,"43.8","0"
"116017",2019-12-05,24,9.2,"53.7","0"
"116017",2019-12-06,24.8,9.4,"59.8","0"
"116017",2019-12-07,24.4,10.8,"53.2","0"
"116017",2019-12-08,23.2,9.8,"53.2","0"
"116017",2019-12-09,25,9.6,"49.3","0"
"116017",2019-12-10,24,8.8,"52.5","0"
"116017",2019-12-11,23.8,9.2,"45.4","0"
"116017",2019-12-12,24.8,8.8,"39.8","0"
"116017",2019-12-13,25,10.4,"47.7","0"
"116017",2019-12-14,24,11.6,"48.7","0"
"116017",2019-12-15,24.6,9.8,"49.8","0"
"116017",2019-12-16,24.8,10.2,"52.8","0"
"116017",2019-12-17,25.2,10.8,"46.3","0"
"116017",2019-12-18,24,10.4,"52","0"
"116017",2019-12-19,25.6,10.8,"46.3","0"
"116017",2019-12-20,25.2,10.4,"48.3","0"
"116017",2019-12-21,26,10.6,"48.5","0"
"116017",2019-12-22,25.8,12.6,"46.5","0"
"116017",2019-12-23,26,11.8,"47.1","0"
"116017",2019-12-24,25.8,12.2,"53.9","0"
"116017",2019-12-25,27.2,12,"50.5","T"
"116017",2019-12-26,26.2,15.8,"54.1","0"
"116017",2019-12-27,25.4,9,"55.8","0"
"116017",2019-12-28,26,12.6,"47.1","0"
"116017",2019-12-29,25.2,12.2,"54.6","0"
"116017",2019-12-30,25.6,11.4,"54.8","0"
"116017",2019-12-31,25,11,"49.3","0"
"116017",2020-01-01,24.6,12.2,"55.5","0.9"
"116017",2020-01-02,22.4,11.2,"75.1","8.1"
"116017",2020-01-03,21.8,12.6,"80.5","T"
"116017",2020-01-04,23.8,13,"73.2","T"
"116017",2020-01-05,22.8,13.6,"74.8","0"
"116017",2020-01-06,23.4,10.2,"57.6","0"
"116017",2020-01-07,25,12.2,"64.5","0"
"116017",2020-01-08,23.4,9.4,"63.3","0"
"116017",2020-01-09,25.2,9.4,"54.7","0"
"116017",2020-01-10,25.8,10.4,"56.6","0"
"116017",2020-01-11,26.4,12.6,"59.2","0"
"116017",2020-01-12,26.8,11.4,"55.4","T"
"116017",2020-01-13,26.8,10,"59.6","-886.5"
"116017",2020-01-14,25.4,13.8,"64.3","T"
"116017",2020-01-15,26.4,15,"52","T"
"116017",2020-01-16,25.6,13.6,"58.9","0.4"
"116017",2020-01-17,29,14.4,"61.1","6"
"116017",2020-01-18,27.2,15,"67.2","-887.9"
"116017",2020-01-19,24.2,15.8,"70.8","1"
"116017",2020-01-20,27,13.8,"68","4.1"
"116017",2020-01-21,21.2,14.8,"82.1","10.2"
"116017",2020-01-22,21,13.2,"83.4","6.9"
"116017",2020-01-23,17.8,12.2,"91.3","3.5"
"116017",2020-01-24,18.4,12,"86.9","2.6"
"116017",2020-01-25,20.6,12.4,"92.4","2.7"
"116017",2020-01-26,22.2,12.4,"81.3","0.9"
"116017",2020-01-27,23,12,"83.6","-887.1"
"116017",2020-01-28,23.2,12.8,"82.6","29.1"
"116017",2020-01-29,23.2,10.2,"79.1","3.7"
"116017",2020-01-30,23,10.4,"70.2","T"
"116017",2020-01-31,24.2,12.2,"69","0"
"116017",2020-02-01,24.4,12,"60.8","0"
"116017",2020-02-02,24.8,12.4,"62.5","0"
"116017",2020-02-03,25.2,15,"57.2","0"
"116017",2020-02-04,25.4,12.2,"64.3","0"
"116017",2020-02-05,25,12.2,"63","0"
"116017",2020-02-06,25.6,11.2,"58.2","0"
"116017",2020-02-07,25,12,"63.1","0"
"116017",2020-02-08,24.6,14,"64.4","-886.7"
"116017",2020-02-09,24.8,14.2,"66.5","3.3"
"116017",2020-02-10,20.4,12.6,"81.7","4.9"
"116017",2020-02-11,26.4,13.4,"74.8","3.1"
"116017",2020-02-12,23.6,14.8,"73.2","11.1"
"116017",2020-02-13,24.8,13.8,"76.3","T"
"116017",2020-02-14,23,16.6,"81.5","0"
"116017",2020-02-15,24.4,12.2,"65.7","0"
"116017",2020-02-16,24.8,13,"74.9","T"
"116017",2020-02-17,25.4,13.2,"63.4","0"
"116017",2020-02-18,26.2,13.6,"69","1.2"
"116017",2020-02-19,25.6,14.8,"76.5","-844.6"
"116017",2020-02-20,23.4,14.4,"83.3","T"
"116017",2020-02-21,17.8,14.2,"90.8","14.9"
"116017",2020-02-22,21.4,11.6,"74.8","1.8"
"116017",2020-02-23,20.8,12,"77.4","2"
"116017",2020-02-24,21.8,11.8,"75.9","27.4"
"116017",2020-02-25,19.2,11.8,"86.1","4"
"116017",2020-02-26,22,12,"79.2","1.4"
"116017",2020-02-27,23.8,10.4,"66.5","0"
"116017",2020-02-28,23.2,11,"72","T"
"116017",2020-02-29,23.4,12.2,"71.2","0"
"116017",2020-03-01,24,12.6,"70.9","T"
"116017",2020-03-02,23.6,12.2,"78.5","0"
"116017",2020-03-03,29.4,11.2,"69.6","0"
"116017",2020-03-04,26,10.2,"70.9","0"
"116017",2020-03-05,25.2,11.2,"74.6","0"
"116017",2020-03-06,25,12,"71.2","0"
"116017",2020-03-07,23.4,12.8,"78.7","0"
"116017",2020-03-08,24,12.4,"72.8","0"
"116017",2020-03-09,23.4,13.2,"76.3","0"
"116017",2020-03-10,24,12.8,"73.5","0"
"116017",2020-03-11,24.2,11.8,"71.4","3.9"
"116017",2020-03-12,24.4,10.4,"68.8","6.6"
"116017",2020-03-13,21.8,12.2,"74.1","18.2"
"116017",2020-03-14,22.4,13.8,"77.2","24.3"
"116017",2020-03-15,23,11.8,"77.4","2.1"
