"Code
  Weather Station",Date,T max (°C),T min (°C),"Relative
  Humidity (%)","Rainfall
  (mm/day) "
"100109",2020-01-22,28.8,23.8,"95.3","5.4"
"100109",2020-01-23,33.4,23.8,"92.1","0"
"100109",2020-01-24,34.6,24.2,"94.2","7.8"
"100109",2020-01-25,35.4,24,"89.8","0"
"100109",2020-01-26,36,25.5,"91.3","0"
"100109",2020-01-27,35.6,26.4,"89.6","0"
"100109",2020-01-28,30,26,"91.7","0"
"100109",2020-01-29,31.2,23,"94.4","0"
"100109",2020-01-30,32,23.2,"89.4","23"
"100109",2020-01-31,30.6,23.6,"93.9","0"
"100109",2020-02-01,26.8,22.6,"93.6","19.6"
"100109",2020-02-02,32.2,22.8,"91.6","0"
"100109",2020-02-03,32,23,"92.6","9.2"
"100109",2020-02-04,32.8,23,"94.2","8.4"
"100109",2020-02-05,28.2,24.4,"94","19.6"
"100109",2020-02-06,28.8,24,"92.6","16"
"100109",2020-02-07,29.6,23.2,"93.4","0"
"100109",2020-02-08,34.2,24,"92.3","0"
"100109",2020-02-09,28.6,23.6,"92.9","30"
"100109",2020-02-10,28,23.2,"95.8","44.8"
"100109",2020-02-11,31.6,23.4,"94.1","21"
"100109",2020-02-12,29,23.6,"94.5","0"
"100109",2020-02-13,32,23.4,"94.5","3.8"
"100109",2020-02-14,32.8,23.5,"92","0"
"100109",2020-02-15,34,24.5,"92.4","0"
"100109",2020-02-16,33,25,"92.3","0"
"100109",2020-02-17,34.6,25.6,"95.7","9.2"
"100109",2020-02-18,34,24.2,"87.7","0"
"100109",2020-02-19,34.6,24.5,"85.8","0"
"100109",2020-02-20,32.4,24.6,"89.6","49.2"
"100109",2020-02-21,25.6,23,"95.7","46.4"
"100109",2020-02-22,26.2,22,"94.1","0"
"100109",2020-02-23,30,20.2,"89.7","0"
"100109",2020-02-24,31,22.6,"87.8","0"
"100109",2020-02-25,32,24,"92.2","13.6"
"100109",2020-02-26,28,24.2,"96.3","7.2"
"100109",2020-02-27,31.6,23,"95","0"
"100109",2020-02-28,33,23.6,"90.5","0"
"100109",2020-02-29,33.6,24,"88.5","0"
"100109",2020-03-01,35,24.4,"87.5","0"
"100109",2020-03-02,34.8,22.6,"89.8","0"
"100109",2020-03-03,35,23.8,"86.3","0"
"100109",2020-03-04,34.8,24,"89.3","0"
"100109",2020-03-05,34.6,24,"89.6","0"
"100109",2020-03-06,34.6,24.6,"89.7","0"
"100109",2020-03-07,34.4,23.6,"90.4","0"
"100109",2020-03-08,34.6,24,"89","0"
"100109",2020-03-09,34.2,24.2,"90.9","10"
"100109",2020-03-10,34.2,24,"91.9","0"
"100109",2020-03-11,35.2,23.6,"89.6","0"
"100109",2020-03-12,34.4,24,"90.7","0"
"100109",2020-03-13,30.6,24.2,"92.4","6.8"
"100109",2020-03-14,35.2,23.2,"90.5","2"
"100109",2020-03-15,33.6,23.5,"91.1","0"
"100109",2020-03-16,32.8,24.5,"92.2","51.2"
"100109",2020-03-17,30,22.5,"92.5","0"
"100109",2020-03-18,34.4,23,"87.1","0"
