"Code
  Weather Station",Date,T max (°C),T min (°C),"Relative
  Humidity (%)","Rainfall
  (mm/day) "
"106108",2019-11-01,23.3,17.1,"81.4","0"
"106108",2019-11-02,24.2,17.2,"80.9","0"
"106108",2019-11-03,24.4,17.3,"79.5","0"
"106108",2019-11-04,23.6,16.5,"77.6","0"
"106108",2019-11-05,24.2,17.2,"79.3","0"
"106108",2019-11-06,24,17.3,"78.6","0"
"106108",2019-11-07,24.2,17.1,"81.2","0"
"106108",2019-11-08,24.8,16.5,"79","0"
"106108",2019-11-09,24.2,17.6,"81","0"
"106108",2019-11-10,24.7,17.7,"80.6","0"
"106108",2019-11-11,24.8,17.4,"83.3","0"
"106108",2019-11-12,24.6,18.1,"81.8","0"
"106108",2019-11-13,24.7,17,"81.1","0"
"106108",2019-11-14,24.8,16.9,"80.2","0"
"106108",2019-11-15,24.9,16.7,"83.8","0"
"106108",2019-11-16,24.3,17.5,"81.1","0"
"106108",2019-11-17,24.2,17.5,"83.6","0"
"106108",2019-11-18,21.8,17.6,"84.5","0"
"106108",2019-11-19,22.5,18.3,"83.5","0"
"106108",2019-11-20,25.5,15.3,"81.5","0"
"106108",2019-11-21,25.2,17.7,"77.5","0"
"106108",2019-11-22,24.1,19.4,"82.4","0"
"106108",2019-11-23,23.6,17.2,"81.8","0"
"106108",2019-11-24,25.4,18.9,"79.9","0"
"106108",2019-11-25,24.4,19.5,"84.3","0"
"106108",2019-11-26,24.4,18.9,"83","0"
"106108",2019-11-27,26.8,17.9,"81.3","0"
"106108",2019-11-28,26.4,19.8,"82.4","0"
"106108",2019-11-29,25.4,18.6,"83.8","0"
"106108",2019-11-30,25.5,18.5,"84.2","0"
"106108",2019-12-01,26,19.4,"79","0"
"106108",2019-12-02,25.1,19.5,"83.4","0"
"106108",2019-12-03,26.6,19.3,"82.9","0"
"106108",2019-12-04,26.8,19.7,"80.05","0"
"106108",2019-12-05,27.2,19.9,"77.2","0"
"106108",2019-12-06,26.3,20,"82.4","0"
"106108",2019-12-07,26.8,19.7,"80.4","0"
"106108",2019-12-08,27.2,19.4,"78.8","0"
"106108",2019-12-09,26.5,19.6,"81","0"
"106108",2019-12-10,26.8,19.6,"80.4","0"
"106108",2019-12-11,26.1,19.9,"80.6","0"
"106108",2019-12-12,27.1,20.3,"78.7","0"
"106108",2019-12-13,27.3,19.5,"76.8","0"
"106108",2019-12-14,25.6,19.2,"82.1","0"
"106108",2019-12-15,28.5,18.4,"S/D","0"
"106108",2019-12-16,26.4,18.7,"81.1","0"
"106108",2019-12-17,26.6,18.5,"75.7","0"
"106108",2019-12-18,28.5,20.3,"77.9","0"
"106108",2019-12-19,26.6,20.3,"81.2","0"
"106108",2019-12-20,26.8,20.2,"81.9","0"
"106108",2019-12-21,27,20.4,"79.4","0"
"106108",2019-12-22,27.4,20.7,"79.5","0"
"106108",2019-12-23,27,20,"82.6","0"
"106108",2019-12-24,26.2,20.1,"80.6","0"
"106108",2019-12-25,26.7,19.6,"77.6","0"
"106108",2019-12-26,27.5,19.8,"77.7","0"
"106108",2019-12-27,27.6,20.2,"80.2","0"
"106108",2019-12-28,27.5,21.1,"75.6","1"
"106108",2019-12-29,28.9,20.1,"80.3","1.1"
"106108",2019-12-30,26.2,20,"89.1","0"
"106108",2019-12-31,28.5,20.9,"82.6","0"
"106108",2020-01-01,27.9,20.7,"79.8","0"
"106108",2020-01-02,29.6,20.9,"72.6","0"
"106108",2020-01-03,27.6,21,"89.1","0"
"106108",2020-01-04,27.8,20.6,"77.7","0"
"106108",2020-01-05,28.5,20.8,"80.8","0"
"106108",2020-01-06,27.1,20.9,"82.6","0"
"106108",2020-01-07,27.6,20.6,"76.3","0"
"106108",2020-01-08,28.2,20.4,"78.6","0"
"106108",2020-01-09,27.8,20.6,"82.4","0"
"106108",2020-01-10,26.8,20.4,"83.9","0"
"106108",2020-01-11,28,20.3,"77.3","0"
"106108",2020-01-12,27.4,19.7,"S/D","0"
"106108",2020-01-13,27.6,19.2,"78.2","0"
"106108",2020-01-14,27.8,19.3,"80.9","0"
"106108",2020-01-15,29.5,20.3,"72.4","0"
"106108",2020-01-16,27.9,20,"80.7","0"
"106108",2020-01-17,28.2,19.9,"80.3","0"
"106108",2020-01-18,28.8,19.6,"78.8","0"
"106108",2020-01-19,27.9,20.5,"77.9","0"
"106108",2020-01-20,29.2,20,"78.7","0"
"106108",2020-01-21,28.9,19.8,"83","0"
"106108",2020-01-22,31.9,23.2,"80.2","0"
"106108",2020-01-23,29.7,23.5,"79","0"
"106108",2020-01-24,32.2,23.2,"71.8","0"
"106108",2020-01-25,28.9,22.3,"84.6","0"
"106108",2020-01-26,26.1,23,"89.5","0"
"106108",2020-01-27,28.6,21.9,"79.6","0"
"106108",2020-01-28,28.8,21.1,"81","0"
"106108",2020-01-29,30.3,21.3,"82.3","0"
"106108",2020-01-30,27.6,21.4,"85.4","0"
"106108",2020-01-31,28.2,21.5,"82.7","0"
"106108",2020-02-01,28.2,21.6,"80","0"
"106108",2020-02-02,28.1,21.4,"85.3","0"
"106108",2020-02-03,28.2,22.2,"83.6","0"
"106108",2020-02-04,28.5,21.6,"79.1","0"
"106108",2020-02-05,27.9,20.7,"82.5","0"
"106108",2020-02-06,27.8,21.1,"79.3","0"
"106108",2020-02-07,27.5,20.5,"84.5","0.2"
"106108",2020-02-08,28.6,21.4,"87.4","0"
"106108",2020-02-09,28.1,21.5,"79","0"
"106108",2020-02-10,28.2,20.7,"88.4","0"
"106108",2020-02-11,27.6,20.2,"83.4","0"
"106108",2020-02-12,29.1,20.9,"81.9","0"
"106108",2020-02-13,27.8,20.6,"83.5","0"
"106108",2020-02-14,28.7,21.3,"80.1","0"
"106108",2020-02-15,28.5,21.3,"79.6","0"
"106108",2020-02-16,28.8,21.4,"79.2","0"
"106108",2020-02-17,28.7,21.2,"85.1","0"
"106108",2020-02-18,28.9,20.9,"79.9","0"
"106108",2020-02-19,29.6,20.3,"82.1","0"
"106108",2020-02-20,28.4,21.2,"81.5","0"
"106108",2020-02-21,31.4,23.1,"77.5","0"
"106108",2020-02-22,30,22.1,"81","0"
"106108",2020-02-23,30.8,22.5,"83.8","0"
"106108",2020-02-24,31.1,23.3,"79.7","0"
"106108",2020-02-25,29.8,22.6,"81.5","0"
"106108",2020-02-26,29.1,22.4,"80.9","0"
"106108",2020-02-27,28.9,21.5,"83.2","0"
"106108",2020-02-28,28.9,21.6,"83.9","0"
"106108",2020-02-29,29,22.1,"83","0"
"106108",2020-03-01,29.9,22.5,"78.3","0"
"106108",2020-03-02,29,21,"77.7","0"
"106108",2020-03-03,30,21.7,"73.3","0"
"106108",2020-03-04,29.9,22.3,"77.1","0"
"106108",2020-03-05,29,23,"77.1","0"
"106108",2020-03-06,29.8,23,"73.6","0"
"106108",2020-03-07,31.3,22,"79","0"
"106108",2020-03-08,31.6,22.7,"77.3","0"
"106108",2020-03-09,32.4,23,"67.9","0"
"106108",2020-03-10,30.4,22.3,"74.3","0"
"106108",2020-03-11,30.5,21.6,"75.4","0"
"106108",2020-03-12,29.7,22.3,"78.1","0"
"106108",2020-03-13,31.5,23,"75.5","0"
"106108",2020-03-14,30.6,22,"74.4","0"
"106108",2020-03-15,31.7,21.8,"79.5","0"
"106108",2020-03-16,30.8,22,"76.7","0"
