ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
PE-AMA,Peru,Amazonas,2020-06-22,270,11,0
PE-ANC,Peru,Ancash,2020-06-22,1779,137,0
PE-APU,Peru,Apurimac,2020-06-22,100,,0
PE-ARE,Peru,Arequipa,2020-06-22,1558,20,0
PE-AYA,Peru,Ayacucho,2020-06-22,322,3,0
PE-CAJ,Peru,Cajamarca,2020-06-22,411,3,0
PE-CAL,Peru,Callao,2020-06-22,6422,156,0
PE-CUS,Peru,Cusco,2020-06-22,603,3,0
PE-HUV,Peru,Huancavelica,2020-06-22,225,1,0
PE-HUC,Peru,Huanuco,,0,0,0
PE-ICA,Peru,Ica,2020-06-22,1346,95,0
PE-JUN,Peru,Junin,,0,0,0
PE-LAL,Peru,La Libertad,2020-06-22,1834,66,0
PE-LAM,Peru,Lambayeque,2020-06-22,4362,455,0
PE-LIM,Peru,Lima,2020-06-22,54901,820,0
PE-LOR,Peru,Loreto,2020-06-22,2254,141,0
PE-MDD,Peru,Madre de dios,2020-06-22,187,3,0
PE-MOQ,Peru,Moquegua,2020-06-22,188,,0
PE-PAS,Peru,Pasco,2020-06-22,185,4,0
PE-PIU,Peru,Piura,2020-06-22,2970,313,0
PE-PUN,Peru,Puno,2020-06-22,192,1,0
PE-SAM,Peru,San Martin,,0,0,0
PE-TAC,Peru,Tacna,2020-06-22,197,2,0
PE-TUM,Peru,Tumbes,2020-06-22,578,59,0
PE-UCA,Peru,Ucayali,2020-06-22,1622,71,0
