ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
PE-AMA,Peru,Amazonas,2020-06-22,1595,33,0
PE-ANC,Peru,Ancash,2020-06-22,7133,419,0
PE-APU,Peru,Apurimac,2020-06-22,457,12,0
PE-ARE,Peru,Arequipa,2020-06-22,5744,166,0
PE-AYA,Peru,Ayacucho,2020-06-22,1522,13,0
PE-CAJ,Peru,Cajamarca,2020-06-22,1568,22,0
PE-CAL,Peru,Callao,2020-06-22,16986,541,0
PE-CUS,Peru,Cusco,2020-06-22,1561,13,0
PE-HUV,Peru,Huancavelica,2020-06-22,810,9,0
PE-HUC,Peru,Huanuco,,0,0,0
PE-ICA,Peru,Ica,2020-06-22,6176,409,0
PE-JUN,Peru,Junin,,0,0,0
PE-LAL,Peru,La Libertad,2020-06-22,8381,441,0
PE-LAM,Peru,Lambayeque,2020-06-22,12315,705,0
PE-LIM,Peru,Lima,2020-06-22,144623,3674,0
PE-LOR,Peru,Loreto,2020-06-22,8335,329,0
PE-MDD,Peru,Madre de dios,2020-06-22,1346,23,0
PE-MOQ,Peru,Moquegua,2020-06-22,851,9,0
PE-PAS,Peru,Pasco,2020-06-22,866,18,0
PE-PIU,Peru,Piura,2020-06-22,15389,689,0
PE-PUN,Peru,Puno,2020-06-22,766,15,0
PE-SAM,Peru,San Martin,,0,0,0
PE-TAC,Peru,Tacna,2020-06-22,747,8,0
PE-TUM,Peru,Tumbes,2020-06-22,2288,110,0
PE-UCA,Peru,Ucayali,2020-06-22,6989,141,0
