ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
PE-AMA,Peru,Amazonas,2020-06-20,399,18,0
PE-ANC,Peru,Ancash,2020-06-20,2557,196,0
PE-APU,Peru,Apurimac,2020-06-20,119,,0
PE-ARE,Peru,Arequipa,2020-06-20,2297,25,0
PE-AYA,Peru,Ayacucho,2020-06-20,479,3,0
PE-CAJ,Peru,Cajamarca,2020-06-20,495,3,0
PE-CAL,Peru,Callao,2020-06-20,7846,192,0
PE-CUS,Peru,Cusco,2020-06-20,766,3,0
PE-HUV,Peru,Huancavelica,2020-06-20,289,1,0
PE-HUC,Peru,Huanuco,,0,0,0
PE-ICA,Peru,Ica,2020-06-20,1941,137,0
PE-JUN,Peru,Junin,,0,0,0
PE-LAL,Peru,La Libertad,2020-06-20,2682,93,0
PE-LAM,Peru,Lambayeque,2020-06-20,5690,516,0
PE-LIM,Peru,Lima,2020-06-20,71719,1164,0
PE-LOR,Peru,Loreto,2020-06-20,3201,264,0
PE-MDD,Peru,Madre de dios,2020-06-20,270,6,0
PE-MOQ,Peru,Moquegua,2020-06-20,315,,0
PE-PAS,Peru,Pasco,2020-06-20,276,6,0
PE-PIU,Peru,Piura,2020-06-20,3621,409,0
PE-PUN,Peru,Puno,2020-06-20,232,1,0
PE-SAM,Peru,San Martin,,0,0,0
PE-TAC,Peru,Tacna,2020-06-20,279,4,0
PE-TUM,Peru,Tumbes,2020-06-20,727,65,0
PE-UCA,Peru,Ucayali,2020-06-20,2652,104,0
