ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
PE-AMA,Peru,Amazonas,2020-06-22,164,,0
PE-ANC,Peru,Ancash,2020-06-22,1014,,0
PE-APU,Peru,Apurimac,2020-06-22,100,,0
PE-ARE,Peru,Arequipa,2020-06-22,692,,0
PE-AYA,Peru,Ayacucho,2020-06-22,143,,0
PE-CAJ,Peru,Cajamarca,2020-06-22,268,,0
PE-CAL,Peru,Callao,2020-06-22,3979,,0
PE-CUS,Peru,Cusco,2020-06-22,234,,0
PE-HUV,Peru,Huancavelica,2020-06-22,199,,0
PE-HUC,Peru,Huanuco,,0,0,0
PE-ICA,Peru,Ica,2020-06-22,688,,0
PE-JUN,Peru,Junin,,0,0,0
PE-LAL,Peru,La Libertad,2020-06-22,965,,0
PE-LAM,Peru,Lambayeque,2020-06-22,2763,,0
PE-LIM,Peru,Lima,2020-06-22,29842,,0
PE-LOR,Peru,Loreto,2020-06-22,1502,,0
PE-MDD,Peru,Madre de dios,2020-06-22,121,,0
PE-MOQ,Peru,Moquegua,2020-06-22,133,,0
PE-PAS,Peru,Pasco,2020-06-22,162,,0
PE-PIU,Peru,Piura,2020-06-22,1752,,0
PE-PUN,Peru,Puno,2020-06-22,142,,0
PE-SAM,Peru,San Martin,,0,0,0
PE-TAC,Peru,Tacna,2020-06-22,141,,0
PE-TUM,Peru,Tumbes,2020-06-22,347,,0
PE-UCA,Peru,Ucayali,2020-06-22,953,,0
