ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-09-29,1108,41,0
EC-B,Ecuador,Bolivar,2020-09-29,401,29,0
EC-F,Ecuador,Canar,2020-09-29,380,34,0
EC-C,Ecuador,Carchi,2020-09-29,359,7,0
EC-H,Ecuador,Chimborazo,2020-09-29,1307,98,0
EC-X,Ecuador,Cotopaxi,2020-09-29,187,12,0
EC-O,Ecuador,El Oro,2020-09-29,14507,1476,0
EC-E,Ecuador,Esmeraldas,2020-09-29,508,120,0
EC-W,Ecuador,Galapagos,2020-09-29,295,16,0
EC-G,Ecuador,Guayas,2020-09-29,513,29,0
EC-I,Ecuador,Imbabura,2020-09-29,2990,502,0
EC-L,Ecuador,Loja,2020-09-29,345,24,0
EC-R,Ecuador,Los Rios,2020-09-29,1347,199,0
EC-M,Ecuador,Manabi,2020-09-29,4898,348,0
EC-S,Ecuador,Morona Santiago,2020-09-29,1855,234,0
EC-N,Ecuador,Napo,2020-09-29,202,7,0
EC-D,Ecuador,Orellana,2020-09-29,1250,91,0
EC-Y,Ecuador,Pastaza,2020-09-29,836,288,0
EC-P,Ecuador,Pichincha,2020-09-29,634,78,0
EC-SE,Ecuador,Santa Elena,2020-09-29,176,8,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-09-29,76,1,0
EC-U,Ecuador,Sucumbios,2020-09-29,644,64,0
EC-T,Ecuador,Tungurahua,2020-09-29,357,7,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-09-29,309,7,0
