ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-08-30,2933,71,0
EC-B,Ecuador,Bolivar,2020-08-30,1038,50,0
EC-F,Ecuador,Canar,2020-08-30,668,48,0
EC-C,Ecuador,Carchi,2020-08-30,1239,32,0
EC-H,Ecuador,Chimborazo,2020-08-30,2908,173,0
EC-X,Ecuador,Cotopaxi,2020-08-30,745,20,0
EC-O,Ecuador,El Oro,2020-08-30,17275,1647,0
EC-E,Ecuador,Esmeraldas,2020-08-30,1212,197,0
EC-W,Ecuador,Galapagos,2020-08-30,1215,58,0
EC-G,Ecuador,Guayas,2020-08-30,1991,65,0
EC-I,Ecuador,Imbabura,2020-08-30,6015,772,0
EC-L,Ecuador,Loja,2020-08-30,876,48,0
EC-R,Ecuador,Los Rios,2020-08-30,2764,320,0
EC-M,Ecuador,Manabi,2020-08-30,13449,657,0
EC-S,Ecuador,Morona Santiago,2020-08-30,2760,314,0
EC-N,Ecuador,Napo,2020-08-30,1833,13,0
EC-D,Ecuador,Orellana,2020-08-30,3069,220,0
EC-Y,Ecuador,Pastaza,2020-08-30,1113,329,0
EC-P,Ecuador,Pichincha,2020-08-30,1863,164,0
EC-SE,Ecuador,Santa Elena,2020-08-30,990,35,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-08-30,101,1,0
EC-U,Ecuador,Sucumbios,2020-08-30,1868,161,0
EC-T,Ecuador,Tungurahua,2020-08-30,1295,39,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-08-30,873,34,0
