ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-09-08,1677,50,0
EC-B,Ecuador,Bolivar,2020-09-08,626,34,0
EC-F,Ecuador,Canar,2020-09-08,537,45,0
EC-C,Ecuador,Carchi,2020-09-08,657,18,0
EC-H,Ecuador,Chimborazo,2020-09-08,2024,138,0
EC-X,Ecuador,Cotopaxi,2020-09-08,278,17,0
EC-O,Ecuador,El Oro,2020-09-08,14988,1575,0
EC-E,Ecuador,Esmeraldas,2020-09-08,732,151,0
EC-W,Ecuador,Galapagos,2020-09-08,566,36,0
EC-G,Ecuador,Guayas,2020-09-08,853,44,0
EC-I,Ecuador,Imbabura,2020-09-08,4288,582,0
EC-L,Ecuador,Loja,2020-09-08,564,31,0
EC-R,Ecuador,Los Rios,2020-09-08,2013,248,0
EC-M,Ecuador,Manabi,2020-09-08,6983,484,0
EC-S,Ecuador,Morona Santiago,2020-09-08,2236,252,0
EC-N,Ecuador,Napo,2020-09-08,758,10,0
EC-D,Ecuador,Orellana,2020-09-08,1936,117,0
EC-Y,Ecuador,Pastaza,2020-09-08,922,325,0
EC-P,Ecuador,Pichincha,2020-09-08,985,101,0
EC-SE,Ecuador,Santa Elena,2020-09-08,390,17,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-09-08,86,1,0
EC-U,Ecuador,Sucumbios,2020-09-08,1036,116,0
EC-T,Ecuador,Tungurahua,2020-09-08,641,21,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-09-08,523,16,0
