ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-10-14,9,0,0
EC-B,Ecuador,Bolivar,2020-10-14,32,0,0
EC-F,Ecuador,Canar,2020-10-14,10,2,0
EC-C,Ecuador,Carchi,2020-10-14,4,0,0
EC-H,Ecuador,Chimborazo,2020-10-14,13,0,0
EC-X,Ecuador,Cotopaxi,2020-10-14,27,0,0
EC-O,Ecuador,El Oro,2020-10-14,57,1,0
EC-E,Ecuador,Esmeraldas,2020-10-14,10,3,0
EC-W,Ecuador,Galapagos,2020-10-14,90,1,0
EC-G,Ecuador,Guayas,2020-10-14,83,2,0
EC-I,Ecuador,Imbabura,2020-10-14,30,4,0
EC-L,Ecuador,Loja,2020-10-14,5,0,0
EC-R,Ecuador,Los Rios,2020-10-14,55,0,0
EC-M,Ecuador,Manabi,2020-10-14,782,7,0
EC-S,Ecuador,Morona Santiago,2020-10-14,12,2,0
EC-N,Ecuador,Napo,2020-10-14,2,0,0
EC-D,Ecuador,Orellana,2020-10-14,67,9,0
EC-Y,Ecuador,Pastaza,2020-10-14,6,1,0
EC-P,Ecuador,Pichincha,2020-10-14,71,1,0
EC-SE,Ecuador,Santa Elena,2020-10-14,46,0,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-10-14,1,0,0
EC-U,Ecuador,Sucumbios,2020-10-14,20,0,0
EC-T,Ecuador,Tungurahua,2020-10-14,92,0,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-10-14,23,0,0
