ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-09-11,3469,72,0
EC-B,Ecuador,Bolivar,2020-09-11,1160,51,0
EC-F,Ecuador,Canar,2020-09-11,755,51,0
EC-C,Ecuador,Carchi,2020-09-11,1336,34,0
EC-H,Ecuador,Chimborazo,2020-09-11,3231,186,0
EC-X,Ecuador,Cotopaxi,2020-09-11,923,29,0
EC-O,Ecuador,El Oro,2020-09-11,17583,1657,0
EC-E,Ecuador,Esmeraldas,2020-09-11,1464,221,0
EC-W,Ecuador,Galapagos,2020-09-11,1513,72,0
EC-G,Ecuador,Guayas,2020-09-11,2620,87,0
EC-I,Ecuador,Imbabura,2020-09-11,6577,800,0
EC-L,Ecuador,Loja,2020-09-11,947,49,0
EC-R,Ecuador,Los Rios,2020-09-11,3248,334,0
EC-M,Ecuador,Manabi,2020-09-11,14972,729,0
EC-S,Ecuador,Morona Santiago,2020-09-11,2869,316,0
EC-N,Ecuador,Napo,2020-09-11,2056,14,0
EC-D,Ecuador,Orellana,2020-09-11,3715,249,0
EC-Y,Ecuador,Pastaza,2020-09-11,1151,331,0
EC-P,Ecuador,Pichincha,2020-09-11,2157,171,0
EC-SE,Ecuador,Santa Elena,2020-09-11,1220,50,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-09-11,103,1,0
EC-U,Ecuador,Sucumbios,2020-09-11,2132,168,0
EC-T,Ecuador,Tungurahua,2020-09-11,1377,44,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-09-11,990,34,0
