ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
FR-GP,France,Guadeloupe,2021-06-16T18:18:26.801234,16079,245,2242
FR-GF,France,Guyane,2021-06-16T18:18:26.801234,21845,109,9995
FR-MQ,France,Martinique,2021-06-16T18:18:26.801234,11669,90,98
FR-BL,France,Saint-Barthélemy,2021-06-16T18:18:26.801234,974,1,462
FR-MF,France,Saint-Martin,2021-06-16T18:18:26.801234,1773,12,1399
FR-PM,France,Saint-Pierre-et-Miquelon,2021-06-16T18:18:26.801234,,,
