ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-06-24,930,36,0
EC-B,Ecuador,Bolivar,2020-06-24,328,29,0
EC-F,Ecuador,Canar,2020-06-24,352,31,0
EC-C,Ecuador,Carchi,2020-06-24,283,5,0
EC-H,Ecuador,Chimborazo,2020-06-24,1036,91,0
EC-X,Ecuador,Cotopaxi,2020-06-24,169,12,0
EC-O,Ecuador,El Oro,2020-06-24,14184,1430,0
EC-E,Ecuador,Esmeraldas,2020-06-24,444,111,0
EC-W,Ecuador,Galapagos,2020-06-24,226,14,0
EC-G,Ecuador,Guayas,2020-06-24,455,26,0
EC-I,Ecuador,Imbabura,2020-06-24,2516,456,0
EC-L,Ecuador,Loja,2020-06-24,238,20,0
EC-R,Ecuador,Los Rios,2020-06-24,1213,192,0
EC-M,Ecuador,Manabi,2020-06-24,4166,319,0
EC-S,Ecuador,Morona Santiago,2020-06-24,1591,209,0
EC-N,Ecuador,Napo,2020-06-24,138,5,0
EC-D,Ecuador,Orellana,2020-06-24,1138,78,0
EC-Y,Ecuador,Pastaza,2020-06-24,799,281,0
EC-P,Ecuador,Pichincha,2020-06-24,533,68,0
EC-SE,Ecuador,Santa Elena,2020-06-24,135,5,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-06-24,76,1,0
EC-U,Ecuador,Sucumbios,2020-06-24,503,57,0
EC-T,Ecuador,Tungurahua,2020-06-24,304,5,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-06-24,253,5,0
