ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-06-20,223,11,0
EC-B,Ecuador,Bolivar,2020-06-20,49,6,0
EC-F,Ecuador,Canar,2020-06-20,137,8,0
EC-C,Ecuador,Carchi,2020-06-20,9,0,0
EC-H,Ecuador,Chimborazo,2020-06-20,89,7,0
EC-X,Ecuador,Cotopaxi,2020-06-20,33,3,0
EC-O,Ecuador,El Oro,2020-06-20,6446,208,0
EC-E,Ecuador,Esmeraldas,2020-06-20,112,24,0
EC-W,Ecuador,Galapagos,2020-06-20,47,5,0
EC-G,Ecuador,Guayas,2020-06-20,116,5,0
EC-I,Ecuador,Imbabura,2020-06-20,286,42,0
EC-L,Ecuador,Loja,2020-06-20,8,1,0
EC-R,Ecuador,Los Rios,2020-06-20,257,51,0
EC-M,Ecuador,Manabi,2020-06-20,819,43,0
EC-S,Ecuador,Morona Santiago,2020-06-20,329,18,0
EC-N,Ecuador,Napo,2020-06-20,28,0,0
EC-D,Ecuador,Orellana,2020-06-20,81,13,0
EC-Y,Ecuador,Pastaza,2020-06-20,145,5,0
EC-P,Ecuador,Pichincha,2020-06-20,72,8,0
EC-SE,Ecuador,Santa Elena,2020-06-20,34,1,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-06-20,54,1,0
EC-U,Ecuador,Sucumbios,2020-06-20,54,11,0
EC-T,Ecuador,Tungurahua,2020-06-20,20,2,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-06-20,20,1,0
