ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-06-20,232,11,0
EC-B,Ecuador,Bolivar,2020-06-20,54,6,0
EC-F,Ecuador,Canar,2020-06-20,145,8,0
EC-C,Ecuador,Carchi,2020-06-20,10,0,0
EC-H,Ecuador,Chimborazo,2020-06-20,102,7,0
EC-X,Ecuador,Cotopaxi,2020-06-20,35,3,0
EC-O,Ecuador,El Oro,2020-06-20,6921,232,0
EC-E,Ecuador,Esmeraldas,2020-06-20,116,24,0
EC-W,Ecuador,Galapagos,2020-06-20,49,5,0
EC-G,Ecuador,Guayas,2020-06-20,128,5,0
EC-I,Ecuador,Imbabura,2020-06-20,296,43,0
EC-L,Ecuador,Loja,2020-06-20,9,1,0
EC-R,Ecuador,Los Rios,2020-06-20,266,56,0
EC-M,Ecuador,Manabi,2020-06-20,841,44,0
EC-S,Ecuador,Morona Santiago,2020-06-20,378,19,0
EC-N,Ecuador,Napo,2020-06-20,30,0,0
EC-D,Ecuador,Orellana,2020-06-20,94,13,0
EC-Y,Ecuador,Pastaza,2020-06-20,163,5,0
EC-P,Ecuador,Pichincha,2020-06-20,74,9,0
EC-SE,Ecuador,Santa Elena,2020-06-20,34,1,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-06-20,54,1,0
EC-U,Ecuador,Sucumbios,2020-06-20,57,11,0
EC-T,Ecuador,Tungurahua,2020-06-20,20,2,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-06-20,20,1,0
