ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-06-21,107,6,0
EC-B,Ecuador,Bolivar,2020-06-21,27,1,0
EC-F,Ecuador,Canar,2020-06-21,64,2,0
EC-C,Ecuador,Carchi,2020-06-21,4,0,0
EC-H,Ecuador,Chimborazo,2020-06-21,25,2,0
EC-X,Ecuador,Cotopaxi,2020-06-21,14,0,0
EC-O,Ecuador,El Oro,2020-06-21,3047,144,0
EC-E,Ecuador,Esmeraldas,2020-06-21,51,13,0
EC-W,Ecuador,Galapagos,2020-06-21,21,2,0
EC-G,Ecuador,Guayas,2020-06-21,34,0,0
EC-I,Ecuador,Imbabura,2020-06-21,132,14,0
EC-L,Ecuador,Loja,2020-06-21,2,0,0
EC-R,Ecuador,Los Rios,2020-06-21,82,15,0
EC-M,Ecuador,Manabi,2020-06-21,440,15,0
EC-S,Ecuador,Morona Santiago,2020-06-21,175,11,0
EC-N,Ecuador,Napo,2020-06-21,17,0,0
EC-D,Ecuador,Orellana,2020-06-21,44,4,0
EC-Y,Ecuador,Pastaza,2020-06-21,55,4,0
EC-P,Ecuador,Pichincha,2020-06-21,23,3,0
EC-SE,Ecuador,Santa Elena,2020-06-21,33,1,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-06-21,11,1,0
EC-U,Ecuador,Sucumbios,2020-06-21,28,4,0
EC-T,Ecuador,Tungurahua,2020-06-21,12,0,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-06-21,2,0,0
