ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
EC-A,Ecuador,Azuay,2020-06-21,579,25,0
EC-B,Ecuador,Bolivar,2020-06-21,180,18,0
EC-F,Ecuador,Canar,2020-06-21,250,22,0
EC-C,Ecuador,Carchi,2020-06-21,67,1,0
EC-H,Ecuador,Chimborazo,2020-06-21,374,49,0
EC-X,Ecuador,Cotopaxi,2020-06-21,100,8,0
EC-O,Ecuador,El Oro,2020-06-21,12046,1174,0
EC-E,Ecuador,Esmeraldas,2020-06-21,253,70,0
EC-W,Ecuador,Galapagos,2020-06-21,141,11,0
EC-G,Ecuador,Guayas,2020-06-21,260,14,0
EC-I,Ecuador,Imbabura,2020-06-21,1280,278,0
EC-L,Ecuador,Loja,2020-06-21,61,3,0
EC-R,Ecuador,Los Rios,2020-06-21,710,126,0
EC-M,Ecuador,Manabi,2020-06-21,2339,114,0
EC-S,Ecuador,Morona Santiago,2020-06-21,1007,93,0
EC-N,Ecuador,Napo,2020-06-21,49,1,0
EC-D,Ecuador,Orellana,2020-06-21,488,48,0
EC-Y,Ecuador,Pastaza,2020-06-21,524,193,0
EC-P,Ecuador,Pichincha,2020-06-21,312,37,0
EC-SE,Ecuador,Santa Elena,2020-06-21,67,3,0
EC-SD,Ecuador,Santo Domingo de los Tsachilas,2020-06-21,71,1,0
EC-U,Ecuador,Sucumbios,2020-06-21,207,38,0
EC-T,Ecuador,Tungurahua,2020-06-21,114,5,0
EC-Z,Ecuador,Zamora-Chinchipe,2020-06-21,70,2,0
