ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-06-17,10339,281,
BR-AL,Brazil,Alagoas,2020-06-17,24867,811,
BR-AP,Brazil,Amapa,2020-06-17,18618,338,
BR-AM,Brazil,Amazonas,2020-06-17,59547,2579,
BR-BA,Brazil,Bahia,2020-06-17,40926,1222,
BR-CE,Brazil,Ceara,2020-06-17,84967,5282,
BR-DF,Brazil,Distrito Federal,2020-06-17,27140,365,
BR-ES,Brazil,Espiritu Santo,2020-06-17,30441,1169,
BR-GO,Brazil,Goias,2020-06-17,12236,252,
BR-MA,Brazil,Maranhao,2020-06-17,64735,1570,
BR-MT,Brazil,Mato Grosso,2020-06-17,7124,266,
BR-MS,Brazil,Mato Grosso do Sul,2020-06-17,4164,36,
BR-MG,Brazil,Minas Gerais,2020-06-17,23347,537,
BR-PA,Brazil,Para,2020-06-17,74192,4350,
BR-PB,Brazil,Paraiba,2020-06-17,31712,696,
BR-PR,Brazil,Parana,2020-06-17,11085,386,
BR-PE,Brazil,Pernambuco,2020-06-17,47446,4009,
BR-PI,Brazil,Piaui,2020-06-17,11559,398,
BR-RJ,Brazil,Rio de Janeiro,2020-06-17,86963,8138,
BR-RN,Brazil,Rio Grande do Norte,2020-06-17,15212,585,
BR-RS,Brazil,Rio Grande do Sul,2020-06-17,17128,387,
BR-RO,Brazil,Rondonia,2020-06-17,13567,360,
BR-RR,Brazil,Roraima,2020-06-17,7150,224,
BR-SC,Brazil,Santa Catarina,2020-06-17,15015,216,
BR-SP,Brazil,Sao Paulo,2020-06-17,191517,11521,
BR-SE,Brazil,Sergipe,2020-06-17,16807,383,
BR-TO,Brazil,Tocantins,2020-06-17,7573,149,
