ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-06-16,10003,271,
BR-AL,Brazil,Alagoas,2020-06-16,23632,793,
BR-AP,Brazil,Amapa,2020-06-16,18024,337,
BR-AM,Brazil,Amazonas,2020-06-16,58018,2549,
BR-BA,Brazil,Bahia,2020-06-16,39206,1181,
BR-CE,Brazil,Ceara,2020-06-16,81289,5070,
BR-DF,Brazil,Distrito Federal,2020-06-16,25380,348,
BR-ES,Brazil,Espiritu Santo,2020-06-16,28952,1131,
BR-GO,Brazil,Goias,2020-06-16,11264,246,
BR-MA,Brazil,Maranhao,2020-06-16,62711,1537,
BR-MT,Brazil,Mato Grosso,2020-06-16,6388,226,
BR-MS,Brazil,Mato Grosso do Sul,2020-06-16,3785,36,
BR-MG,Brazil,Minas Gerais,2020-06-16,22024,502,
BR-PA,Brazil,Para,2020-06-16,71243,4291,
BR-PB,Brazil,Paraiba,2020-06-16,30128,671,
BR-PR,Brazil,Parana,2020-06-16,10557,364,
BR-PE,Brazil,Pernambuco,2020-06-16,46427,3959,
BR-PI,Brazil,Piaui,2020-06-16,10881,393,
BR-RJ,Brazil,Rio de Janeiro,2020-06-16,83343,7967,
BR-RN,Brazil,Rio Grande do Norte,2020-06-16,15212,585,
BR-RS,Brazil,Rio Grande do Sul,2020-06-16,16471,374,
BR-RO,Brazil,Rondonia,2020-06-16,13010,346,
BR-RR,Brazil,Roraima,2020-06-16,6935,216,
BR-SC,Brazil,Santa Catarina,2020-06-16,14402,212,
BR-SP,Brazil,Sao Paulo,2020-06-16,190285,11132,
BR-SE,Brazil,Sergipe,2020-06-16,16310,364,
BR-TO,Brazil,Tocantins,2020-06-16,7309,140,
