ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-06-06,7525,201,
BR-AL,Brazil,Alagoas,2020-06-06,14818,582,
BR-AP,Brazil,Amapa,2020-06-06,12773,269,
BR-AM,Brazil,Amazonas,2020-06-06,48785,2232,
BR-BA,Brazil,Bahia,2020-06-06,27396,846,
BR-CE,Brazil,Ceara,2020-06-06,63575,3965,
BR-DF,Brazil,Distrito Federal,2020-06-06,15850,208,
BR-ES,Brazil,Espiritu Santo,2020-06-06,18950,806,
BR-GO,Brazil,Goias,2020-06-06,5669,172,
BR-MA,Brazil,Maranhao,2020-06-06,45470,1132,
BR-MT,Brazil,Mato Grosso,2020-06-06,3662,96,
BR-MS,Brazil,Mato Grosso do Sul,2020-06-06,2132,21,
BR-MG,Brazil,Minas Gerais,2020-06-06,14939,368,
BR-PA,Brazil,Para,2020-06-06,53176,3612,
BR-PB,Brazil,Paraiba,2020-06-06,19787,467,
BR-PR,Brazil,Parana,2020-06-06,6605,232,
BR-PE,Brazil,Pernambuco,2020-06-06,39361,3270,
BR-PI,Brazil,Piaui,2020-06-06,7105,224,
BR-RJ,Brazil,Rio de Janeiro,2020-06-06,64533,6639,
BR-RN,Brazil,Rio Grande do Norte,2020-06-06,9449,410,
BR-RS,Brazil,Rio Grande do Sul,2020-06-06,12037,283,
BR-RO,Brazil,Rondonia,2020-06-06,7700,228,
BR-RR,Brazil,Roraima,2020-06-06,5238,139,
BR-SC,Brazil,Santa Catarina,2020-06-06,11285,166,
BR-SP,Brazil,Sao Paulo,2020-06-06,140549,9058,
BR-SE,Brazil,Sergipe,2020-06-06,8972,208,
BR-TO,Brazil,Tocantins,2020-06-06,5505,96,
