ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-05-31,6219,148,
BR-AL,Brazil,Alagoas,2020-05-31,10288,443,
BR-AP,Brazil,Amapa,2020-05-31,9602,222,
BR-AM,Brazil,Amazonas,2020-05-31,41378,2052,
BR-BA,Brazil,Bahia,2020-05-31,18392,667,
BR-CE,Brazil,Ceara,2020-05-31,48489,3010,
BR-DF,Brazil,Distrito Federal,2020-05-31,9780,170,
BR-ES,Brazil,Espiritu Santo,2020-05-31,13690,604,
BR-GO,Brazil,Goias,2020-05-31,3702,124,
BR-MA,Brazil,Maranhao,2020-05-31,34639,955,
BR-MT,Brazil,Mato Grosso,2020-05-31,2429,61,
BR-MS,Brazil,Mato Grosso do Sul,2020-05-31,1489,20,
BR-MG,Brazil,Minas Gerais,2020-05-31,10464,271,
BR-PA,Brazil,Para,2020-05-31,37961,2923,
BR-PB,Brazil,Paraiba,2020-05-31,13162,360,
BR-PR,Brazil,Parana,2020-05-31,4687,182,
BR-PE,Brazil,Pernambuco,2020-05-31,34450,2807,
BR-PI,Brazil,Piaui,2020-05-31,4931,161,
BR-RJ,Brazil,Rio de Janeiro,2020-05-31,53388,5344,
BR-RN,Brazil,Rio Grande do Norte,2020-05-31,8051,305,
BR-RS,Brazil,Rio Grande do Sul,2020-05-31,9332,224,
BR-RO,Brazil,Rondonia,2020-05-31,4942,156,
BR-RR,Brazil,Roraima,2020-05-31,3474,116,
BR-SC,Brazil,Santa Catarina,2020-05-31,9037,143,
BR-SP,Brazil,Sao Paulo,2020-05-31,109698,7615,
BR-SE,Brazil,Sergipe,2020-05-31,6999,158,
BR-TO,Brazil,Tocantins,2020-05-31,4176,73,
