ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-06-05,7284,190,
BR-AL,Brazil,Alagoas,2020-06-05,13937,557,
BR-AP,Brazil,Amapa,2020-06-05,12327,260,
BR-AM,Brazil,Amazonas,2020-06-05,47666,2199,
BR-BA,Brazil,Bahia,2020-06-05,26419,819,
BR-CE,Brazil,Ceara,2020-06-05,61595,3890,
BR-DF,Brazil,Distrito Federal,2020-06-05,14208,202,
BR-ES,Brazil,Espiritu Santo,2020-06-05,18109,780,
BR-GO,Brazil,Goias,2020-06-05,5373,167,
BR-MA,Brazil,Maranhao,2020-06-05,43313,1095,
BR-MT,Brazil,Mato Grosso,2020-06-05,3481,88,
BR-MS,Brazil,Mato Grosso do Sul,2020-06-05,1997,21,
BR-MG,Brazil,Minas Gerais,2020-06-05,13995,344,
BR-PA,Brazil,Para,2020-06-05,50960,3538,
BR-PB,Brazil,Paraiba,2020-06-05,18579,451,
BR-PR,Brazil,Parana,2020-06-05,6348,227,
BR-PE,Brazil,Pernambuco,2020-06-05,38511,3205,
BR-PI,Brazil,Piaui,2020-06-05,6717,217,
BR-RJ,Brazil,Rio de Janeiro,2020-06-05,63066,6473,
BR-RN,Brazil,Rio Grande do Norte,2020-06-05,9440,387,
BR-RS,Brazil,Rio Grande do Sul,2020-06-05,11583,276,
BR-RO,Brazil,Rondonia,2020-06-05,6862,213,
BR-RR,Brazil,Roraima,2020-06-05,4831,139,
BR-SC,Brazil,Santa Catarina,2020-06-05,10846,159,
BR-SP,Brazil,Sao Paulo,2020-06-05,134565,8842,
BR-SE,Brazil,Sergipe,2020-06-05,8577,198,
BR-TO,Brazil,Tocantins,2020-06-05,5182,89,
