ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-05-02,553,22,
BR-AL,Brazil,Alagoas,2020-05-02,1372,58,
BR-AP,Brazil,Amapa,2020-05-02,1187,40,
BR-AM,Brazil,Amazonas,2020-05-02,6062,501,
BR-BA,Brazil,Bahia,2020-05-02,3315,123,
BR-CE,Brazil,Ceara,2020-05-02,8309,638,
BR-DF,Brazil,Distrito Federal,2020-05-02,1566,31,
BR-ES,Brazil,Espiritu Santo,2020-05-02,2985,103,
BR-GO,Brazil,Goias,2020-05-02,825,30,
BR-MA,Brazil,Maranhao,2020-05-02,3805,224,
BR-MT,Brazil,Mato Grosso,2020-05-02,331,12,
BR-MS,Brazil,Mato Grosso do Sul,2020-05-02,266,9,
BR-MG,Brazil,Minas Gerais,2020-05-02,2023,88,
BR-PA,Brazil,Para,2020-05-02,3460,273,
BR-PB,Brazil,Paraiba,2020-05-02,1034,74,
BR-PR,Brazil,Parana,2020-05-02,1492,90,
BR-PE,Brazil,Pernambuco,2020-05-02,8145,628,
BR-PI,Brazil,Piaui,2020-05-02,665,26,
BR-RJ,Brazil,Rio de Janeiro,2020-05-02,10546,971,
BR-RN,Brazil,Rio Grande do Norte,2020-05-02,1366,59,
BR-RS,Brazil,Rio Grande do Sul,2020-05-02,1619,62,
BR-RO,Brazil,Rondonia,2020-05-02,653,23,
BR-RR,Brazil,Roraima,2020-05-02,668,9,
BR-SC,Brazil,Santa Catarina,2020-05-02,2346,52,
BR-SP,Brazil,Sao Paulo,2020-05-02,31174,2586,
BR-SE,Brazil,Sergipe,2020-05-02,601,14,
BR-TO,Brazil,Tocantins,2020-05-02,191,4,
