ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-06-21,11381,300,
BR-AL,Brazil,Alagoas,2020-06-21,28657,884,
BR-AP,Brazil,Amapa,2020-06-21,21840,359,
BR-AM,Brazil,Amazonas,2020-06-21,63410,2657,
BR-BA,Brazil,Bahia,2020-06-21,46279,1391,
BR-CE,Brazil,Ceara,2020-06-21,92866,5523,
BR-DF,Brazil,Distrito Federal,2020-06-21,33227,423,
BR-ES,Brazil,Espiritu Santo,2020-06-21,34858,1326,
BR-GO,Brazil,Goias,2020-06-21,15619,303,
BR-MA,Brazil,Maranhao,2020-06-21,70059,1721,
BR-MT,Brazil,Mato Grosso,2020-06-21,9470,360,
BR-MS,Brazil,Mato Grosso do Sul,2020-06-21,5237,45,
BR-MG,Brazil,Minas Gerais,2020-06-21,27641,661,
BR-PA,Brazil,Para,2020-06-21,84654,4583,
BR-PB,Brazil,Paraiba,2020-06-21,36784,766,
BR-PR,Brazil,Parana,2020-06-21,14501,451,
BR-PE,Brazil,Pernambuco,2020-06-21,52113,4234,
BR-PI,Brazil,Piaui,2020-06-21,14264,485,
BR-RJ,Brazil,Rio de Janeiro,2020-06-21,96133,8875,
BR-RN,Brazil,Rio Grande do Norte,2020-06-21,19290,697,
BR-RS,Brazil,Rio Grande do Sul,2020-06-21,19348,434,
BR-RO,Brazil,Rondonia,2020-06-21,15181,417,
BR-RR,Brazil,Roraima,2020-06-21,8120,251,
BR-SC,Brazil,Santa Catarina,2020-06-21,17582,246,
BR-SP,Brazil,Sao Paulo,2020-06-21,219185,12588,
BR-SE,Brazil,Sergipe,2020-06-21,18985,462,
BR-TO,Brazil,Tocantins,2020-06-21,8354,175,
