ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-05-30,6072,142,
BR-AL,Brazil,Alagoas,2020-05-30,9223,424,
BR-AP,Brazil,Amapa,2020-05-30,9313,215,
BR-AM,Brazil,Amazonas,2020-05-30,40560,2047,
BR-BA,Brazil,Bahia,2020-05-30,17626,638,
BR-CE,Brazil,Ceara,2020-05-30,46506,2956,
BR-DF,Brazil,Distrito Federal,2020-05-30,9474,162,
BR-ES,Brazil,Espiritu Santo,2020-05-30,13437,583,
BR-GO,Brazil,Goias,2020-05-30,3585,122,
BR-MA,Brazil,Maranhao,2020-05-30,32620,932,
BR-MT,Brazil,Mato Grosso,2020-05-30,2361,57,
BR-MS,Brazil,Mato Grosso do Sul,2020-05-30,1418,19,
BR-MG,Brazil,Minas Gerais,2020-05-30,9630,263,
BR-PA,Brazil,Para,2020-05-30,37296,2900,
BR-PB,Brazil,Paraiba,2020-05-30,12862,347,
BR-PR,Brazil,Parana,2020-05-30,4473,181,
BR-PE,Brazil,Pernambuco,2020-05-30,33427,2740,
BR-PI,Brazil,Piaui,2020-05-30,4745,157,
BR-RJ,Brazil,Rio de Janeiro,2020-05-30,52420,5277,
BR-RN,Brazil,Rio Grande do Norte,2020-05-30,7402,305,
BR-RS,Brazil,Rio Grande do Sul,2020-05-30,9242,218,
BR-RO,Brazil,Rondonia,2020-05-30,4743,151,
BR-RR,Brazil,Roraima,2020-05-30,3299,110,
BR-SC,Brazil,Santa Catarina,2020-05-30,8778,136,
BR-SP,Brazil,Sao Paulo,2020-05-30,107142,7532,
BR-SE,Brazil,Sergipe,2020-05-30,6805,149,
BR-TO,Brazil,Tocantins,2020-05-30,3981,71,
