ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-09-01,24840,616,
BR-AL,Brazil,Alagoas,2020-09-01,79258,1895,
BR-AP,Brazil,Amapa,2020-09-01,43514,663,
BR-AM,Brazil,Amazonas,2020-09-01,120919,3661,
BR-BA,Brazil,Bahia,2020-09-01,259418,5448,
BR-CE,Brazil,Ceara,2020-09-01,216333,8447,
BR-DF,Brazil,Distrito Federal,2020-09-01,163498,2573,
BR-ES,Brazil,Espiritu Santo,2020-09-01,111979,3181,
BR-GO,Brazil,Goias,2020-09-01,135460,3212,
BR-MA,Brazil,Maranhao,2020-09-01,152681,3457,
BR-MT,Brazil,Mato Grosso,2020-09-01,92856,2786,
BR-MS,Brazil,Mato Grosso do Sul,2020-09-01,49820,889,
BR-MG,Brazil,Minas Gerais,2020-09-01,218781,5364,
BR-PA,Brazil,Para,2020-09-01,200985,6176,
BR-PB,Brazil,Paraiba,2020-09-01,106605,2465,
BR-PR,Brazil,Parana,2020-09-01,133574,3345,
BR-PE,Brazil,Pernambuco,2020-09-01,127287,7614,
BR-PI,Brazil,Piaui,2020-09-01,77859,1843,
BR-RJ,Brazil,Rio de Janeiro,2020-09-01,226800,16217,
BR-RN,Brazil,Rio Grande do Norte,2020-09-01,61991,2265,
BR-RS,Brazil,Rio Grande do Sul,2020-09-01,127799,3501,
BR-RO,Brazil,Rondonia,2020-09-01,55768,1155,
BR-RR,Brazil,Roraima,2020-09-01,43707,593,
BR-SC,Brazil,Santa Catarina,2020-09-01,180474,2301,
BR-SP,Brazil,Sao Paulo,2020-09-01,814375,30375,
BR-SE,Brazil,Sergipe,2020-09-01,72721,1867,
BR-TO,Brazil,Tocantins,2020-09-01,51629,687,
