ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-04-28,311,16,
BR-AL,Brazil,Alagoas,2020-04-28,777,36,
BR-AP,Brazil,Amapa,2020-04-28,918,28,
BR-AM,Brazil,Amazonas,2020-04-28,4337,351,
BR-BA,Brazil,Bahia,2020-04-28,2540,86,
BR-CE,Brazil,Ceara,2020-04-28,6918,403,
BR-DF,Brazil,Distrito Federal,2020-04-28,1213,28,
BR-ES,Brazil,Espiritu Santo,2020-04-28,1874,64,
BR-GO,Brazil,Goias,2020-04-28,661,27,
BR-MA,Brazil,Maranhao,2020-04-28,2528,145,
BR-MT,Brazil,Mato Grosso,2020-04-28,261,11,
BR-MS,Brazil,Mato Grosso do Sul,2020-04-28,240,9,
BR-MG,Brazil,Minas Gerais,2020-04-28,1649,71,
BR-PA,Brazil,Para,2020-04-28,2262,129,
BR-PB,Brazil,Paraiba,2020-04-28,633,53,
BR-PR,Brazil,Parana,2020-04-28,1271,77,
BR-PE,Brazil,Pernambuco,2020-04-28,5724,508,
BR-PI,Brazil,Piaui,2020-04-28,408,21,
BR-RJ,Brazil,Rio de Janeiro,2020-04-28,8504,738,
BR-RN,Brazil,Rio Grande do Norte,2020-04-28,857,48,
BR-RS,Brazil,Rio Grande do Sul,2020-04-28,1286,45,
BR-RO,Brazil,Rondonia,2020-04-28,413,11,
BR-RR,Brazil,Roraima,2020-04-28,425,6,
BR-SC,Brazil,Santa Catarina,2020-04-28,1476,44,
BR-SP,Brazil,Sao Paulo,2020-04-28,24041,2049,
BR-SE,Brazil,Sergipe,2020-04-28,280,11,
BR-TO,Brazil,Tocantins,2020-04-28,79,2,
