ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-03-21,9,0,
BR-AL,Brazil,Alagoas,2020-03-21,7,0,
BR-AP,Brazil,Amapa,2020-03-21,1,0,
BR-AM,Brazil,Amazonas,2020-03-21,11,0,
BR-BA,Brazil,Bahia,2020-03-21,41,0,
BR-CE,Brazil,Ceara,2020-03-21,68,0,
BR-DF,Brazil,Distrito Federal,2020-03-21,100,0,
BR-ES,Brazil,Espiritu Santo,2020-03-21,26,0,
BR-GO,Brazil,Goias,2020-03-21,20,0,
BR-MA,Brazil,Maranhao,2020-03-21,1,0,
BR-MT,Brazil,Mato Grosso,2020-03-21,2,0,
BR-MS,Brazil,Mato Grosso do Sul,2020-03-21,16,0,
BR-MG,Brazil,Minas Gerais,2020-03-21,38,0,
BR-PA,Brazil,Para,2020-03-21,2,0,
BR-PB,Brazil,Paraiba,2020-03-21,1,0,
BR-PR,Brazil,Parana,2020-03-21,43,0,
BR-PE,Brazil,Pernambuco,2020-03-21,30,0,
BR-PI,Brazil,Piaui,2020-03-21,4,0,
BR-RJ,Brazil,Rio de Janeiro,2020-03-21,119,3,
BR-RN,Brazil,Rio Grande do Norte,2020-03-21,6,0,
BR-RS,Brazil,Rio Grande do Sul,2020-03-21,60,0,
BR-RO,Brazil,Rondonia,2020-03-21,1,0,
BR-RR,Brazil,Roraima,2020-03-21,0,0,
BR-SC,Brazil,Santa Catarina,2020-03-21,51,0,
BR-SP,Brazil,Sao Paulo,2020-03-21,459,15,
BR-SE,Brazil,Sergipe,2020-03-21,10,0,
BR-TO,Brazil,Tocantins,2020-03-21,2,0,
