ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-08-03,20339,539,
BR-AL,Brazil,Alagoas,2020-08-03,62778,1607,
BR-AP,Brazil,Amapa,2020-08-03,36804,576,
BR-AM,Brazil,Amazonas,2020-08-03,102386,3288,
BR-BA,Brazil,Bahia,2020-08-03,171391,3624,
BR-CE,Brazil,Ceara,2020-08-03,176961,7752,
BR-DF,Brazil,Distrito Federal,2020-08-03,112044,1546,
BR-ES,Brazil,Espiritu Santo,2020-08-03,85215,2601,
BR-GO,Brazil,Goias,2020-08-03,70252,1716,
BR-MA,Brazil,Maranhao,2020-08-03,122482,3069,
BR-MT,Brazil,Mato Grosso,2020-08-03,54711,1907,
BR-MS,Brazil,Mato Grosso do Sul,2020-08-03,26645,421,
BR-MG,Brazil,Minas Gerais,2020-08-03,133743,2894,
BR-PA,Brazil,Para,2020-08-03,156505,5784,
BR-PB,Brazil,Paraiba,2020-08-03,84211,1870,
BR-PR,Brazil,Parana,2020-08-03,80865,2050,
BR-PE,Brazil,Pernambuco,2020-08-03,98401,6669,
BR-PI,Brazil,Piaui,2020-08-03,53224,1385,
BR-RJ,Brazil,Rio de Janeiro,2020-08-03,168064,13604,
BR-RN,Brazil,Rio Grande do Norte,2020-08-03,52030,1894,
BR-RS,Brazil,Rio Grande do Sul,2020-08-03,71479,2016,
BR-RO,Brazil,Rondonia,2020-08-03,40016,888,
BR-RR,Brazil,Roraima,2020-08-03,33188,513,
BR-SC,Brazil,Santa Catarina,2020-08-03,88889,1196,
BR-SP,Brazil,Sao Paulo,2020-08-03,560218,23365,
BR-SE,Brazil,Sergipe,2020-08-03,60479,1489,
BR-TO,Brazil,Tocantins,2020-08-03,26998,402,
