ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-06-25,12304,335,
BR-AL,Brazil,Alagoas,2020-06-25,32065,958,
BR-AP,Brazil,Amapa,2020-06-25,27415,394,
BR-AM,Brazil,Amazonas,2020-06-25,67267,2731,
BR-BA,Brazil,Bahia,2020-06-25,54291,1601,
BR-CE,Brazil,Ceara,2020-06-25,102126,5875,
BR-DF,Brazil,Distrito Federal,2020-06-25,38871,509,
BR-ES,Brazil,Espiritu Santo,2020-06-25,40246,1490,
BR-GO,Brazil,Goias,2020-06-25,19547,384,
BR-MA,Brazil,Maranhao,2020-06-25,74925,1871,
BR-MT,Brazil,Mato Grosso,2020-06-25,12157,462,
BR-MS,Brazil,Mato Grosso do Sul,2020-06-25,6523,61,
BR-MG,Brazil,Minas Gerais,2020-06-25,32769,806,
BR-PA,Brazil,Para,2020-06-25,94036,4748,
BR-PB,Brazil,Paraiba,2020-06-25,40824,842,
BR-PR,Brazil,Parana,2020-06-25,17821,539,
BR-PE,Brazil,Pernambuco,2020-06-25,55136,4488,
BR-PI,Brazil,Piaui,2020-06-25,17080,546,
BR-RJ,Brazil,Rio de Janeiro,2020-06-25,105897,9450,
BR-RN,Brazil,Rio Grande do Norte,2020-06-25,22665,858,
BR-RS,Brazil,Rio Grande do Sul,2020-06-25,23060,500,
BR-RO,Brazil,Rondonia,2020-06-25,18173,467,
BR-RR,Brazil,Roraima,2020-06-25,11872,271,
BR-SC,Brazil,Santa Catarina,2020-06-25,21951,289,
BR-SP,Brazil,Sao Paulo,2020-06-25,248587,13759,
BR-SE,Brazil,Sergipe,2020-06-25,21081,554,
BR-TO,Brazil,Tocantins,2020-06-25,9425,183,
