ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-07-22,17979,470,
BR-AL,Brazil,Alagoas,2020-07-22,51680,1443,
BR-AP,Brazil,Amapa,2020-07-22,34660,544,
BR-AM,Brazil,Amazonas,2020-07-22,92721,3183,
BR-BA,Brazil,Bahia,2020-07-22,133245,2988,
BR-CE,Brazil,Ceara,2020-07-22,153108,7317,
BR-DF,Brazil,Distrito Federal,2020-07-22,87801,1176,
BR-ES,Brazil,Espiritu Santo,2020-07-22,73688,2305,
BR-GO,Brazil,Goias,2020-07-22,47284,1193,
BR-MA,Brazil,Maranhao,2020-07-22,109731,2810,
BR-MT,Brazil,Mato Grosso,2020-07-22,38772,1453,
BR-MS,Brazil,Mato Grosso do Sul,2020-07-22,18889,257,
BR-MG,Brazil,Minas Gerais,2020-07-22,98741,2166,
BR-PA,Brazil,Para,2020-07-22,142358,5581,
BR-PB,Brazil,Paraiba,2020-07-22,70972,1581,
BR-PR,Brazil,Parana,2020-07-22,59927,1486,
BR-PE,Brazil,Pernambuco,2020-07-22,81382,6152,
BR-PI,Brazil,Piaui,2020-07-22,41815,1158,
BR-RJ,Brazil,Rio de Janeiro,2020-07-22,148623,12443,
BR-RN,Brazil,Rio Grande do Norte,2020-07-22,45184,1636,
BR-RS,Brazil,Rio Grande do Sul,2020-07-22,53073,1397,
BR-RO,Brazil,Rondonia,2020-07-22,32935,758,
BR-RR,Brazil,Roraima,2020-07-22,26954,451,
BR-SC,Brazil,Santa Catarina,2020-07-22,59556,765,
BR-SP,Brazil,Sao Paulo,2020-07-22,439446,20532,
BR-SE,Brazil,Sergipe,2020-07-22,48140,1211,
BR-TO,Brazil,Tocantins,2020-07-22,18850,315,
