ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-04-29,354,17,
BR-AL,Brazil,Alagoas,2020-04-29,957,41,
BR-AP,Brazil,Amapa,2020-04-29,1016,31,
BR-AM,Brazil,Amazonas,2020-04-29,4801,380,
BR-BA,Brazil,Bahia,2020-04-29,2646,96,
BR-CE,Brazil,Ceara,2020-04-29,7267,441,
BR-DF,Brazil,Distrito Federal,2020-04-29,1275,28,
BR-ES,Brazil,Espiritu Santo,2020-04-29,2107,76,
BR-GO,Brazil,Goias,2020-04-29,705,27,
BR-MA,Brazil,Maranhao,2020-04-29,2804,166,
BR-MT,Brazil,Mato Grosso,2020-04-29,292,11,
BR-MS,Brazil,Mato Grosso do Sul,2020-04-29,249,9,
BR-MG,Brazil,Minas Gerais,2020-04-29,1758,80,
BR-PA,Brazil,Para,2020-04-29,2422,137,
BR-PB,Brazil,Paraiba,2020-04-29,699,58,
BR-PR,Brazil,Parana,2020-04-29,1348,82,
BR-PE,Brazil,Pernambuco,2020-04-29,6194,538,
BR-PI,Brazil,Piaui,2020-04-29,454,24,
BR-RJ,Brazil,Rio de Janeiro,2020-04-29,8869,794,
BR-RN,Brazil,Rio Grande do Norte,2020-04-29,1086,53,
BR-RS,Brazil,Rio Grande do Sul,2020-04-29,1368,50,
BR-RO,Brazil,Rondonia,2020-04-29,433,15,
BR-RR,Brazil,Roraima,2020-04-29,452,6,
BR-SC,Brazil,Santa Catarina,2020-04-29,1995,44,
BR-SP,Brazil,Sao Paulo,2020-04-29,26158,2247,
BR-SE,Brazil,Sergipe,2020-04-29,337,12,
BR-TO,Brazil,Tocantins,2020-04-29,116,3,
