ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-06-15,9771,265,
BR-AL,Brazil,Alagoas,2020-06-15,22962,768,
BR-AP,Brazil,Amapa,2020-06-15,16813,329,
BR-AM,Brazil,Amazonas,2020-06-15,56777,2512,
BR-BA,Brazil,Bahia,2020-06-15,37620,1145,
BR-CE,Brazil,Ceara,2020-06-15,79462,4999,
BR-DF,Brazil,Distrito Federal,2020-06-15,23684,319,
BR-ES,Brazil,Espiritu Santo,2020-06-15,27581,1086,
BR-GO,Brazil,Goias,2020-06-15,10182,226,
BR-MA,Brazil,Maranhao,2020-06-15,60592,1499,
BR-MT,Brazil,Mato Grosso,2020-06-15,6185,216,
BR-MS,Brazil,Mato Grosso do Sul,2020-06-15,3551,33,
BR-MG,Brazil,Minas Gerais,2020-06-15,21728,481,
BR-PA,Brazil,Para,2020-06-15,69224,4201,
BR-PB,Brazil,Paraiba,2020-06-15,28668,656,
BR-PR,Brazil,Parana,2020-06-15,9716,334,
BR-PE,Brazil,Pernambuco,2020-06-15,45507,3886,
BR-PI,Brazil,Piaui,2020-06-15,10357,374,
BR-RJ,Brazil,Rio de Janeiro,2020-06-15,80946,7728,
BR-RN,Brazil,Rio Grande do Norte,2020-06-15,14214,553,
BR-RS,Brazil,Rio Grande do Sul,2020-06-15,15438,360,
BR-RO,Brazil,Rondonia,2020-06-15,12180,332,
BR-RR,Brazil,Roraima,2020-06-15,6881,203,
BR-SC,Brazil,Santa Catarina,2020-06-15,13960,199,
BR-SP,Brazil,Sao Paulo,2020-06-15,181460,10767,
BR-SE,Brazil,Sergipe,2020-06-15,15675,352,
BR-TO,Brazil,Tocantins,2020-06-15,7137,136,
