ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-05-19,2482,72,
BR-AL,Brazil,Alagoas,2020-05-19,4316,231,
BR-AP,Brazil,Amapa,2020-05-19,4310,136,
BR-AM,Brazil,Amazonas,2020-05-19,22132,1491,
BR-BA,Brazil,Bahia,2020-05-19,11013,326,
BR-CE,Brazil,Ceara,2020-05-19,28112,1856,
BR-DF,Brazil,Distrito Federal,2020-05-19,4853,72,
BR-ES,Brazil,Espiritu Santo,2020-05-19,7693,325,
BR-GO,Brazil,Goias,2020-05-19,1846,73,
BR-MA,Brazil,Maranhao,2020-05-19,14198,604,
BR-MT,Brazil,Mato Grosso,2020-05-19,995,32,
BR-MS,Brazil,Mato Grosso do Sul,2020-05-19,642,16,
BR-MG,Brazil,Minas Gerais,2020-05-19,4977,167,
BR-PA,Brazil,Para,2020-05-19,16295,1519,
BR-PB,Brazil,Paraiba,2020-05-19,5300,219,
BR-PR,Brazil,Parana,2020-05-19,2481,129,
BR-PE,Brazil,Pernambuco,2020-05-19,21242,1741,
BR-PI,Brazil,Piaui,2020-05-19,2440,85,
BR-RJ,Brazil,Rio de Janeiro,2020-05-19,27805,3079,
BR-RN,Brazil,Rio Grande do Norte,2020-05-19,3483,160,
BR-RS,Brazil,Rio Grande do Sul,2020-05-19,3750,151,
BR-RO,Brazil,Rondonia,2020-05-19,2257,87,
BR-RR,Brazil,Roraima,2020-05-19,1985,61,
BR-SC,Brazil,Santa Catarina,2020-05-19,5413,91,
BR-SP,Brazil,Sao Paulo,2020-05-19,65995,5147,
BR-SE,Brazil,Sergipe,2020-05-19,3967,63,
BR-TO,Brazil,Tocantins,2020-05-19,1646,38,
