ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-05-04,733,28,
BR-AL,Brazil,Alagoas,2020-05-04,1538,72,
BR-AP,Brazil,Amapa,2020-05-04,1733,49,
BR-AM,Brazil,Amazonas,2020-05-04,7242,584,
BR-BA,Brazil,Bahia,2020-05-04,3734,141,
BR-CE,Brazil,Ceara,2020-05-04,11040,712,
BR-DF,Brazil,Distrito Federal,2020-05-04,1768,33,
BR-ES,Brazil,Espiritu Santo,2020-05-04,3226,122,
BR-GO,Brazil,Goias,2020-05-04,861,30,
BR-MA,Brazil,Maranhao,2020-05-04,4227,249,
BR-MT,Brazil,Mato Grosso,2020-05-04,344,13,
BR-MS,Brazil,Mato Grosso do Sul,2020-05-04,274,10,
BR-MG,Brazil,Minas Gerais,2020-05-04,2347,90,
BR-PA,Brazil,Para,2020-05-04,4125,330,
BR-PB,Brazil,Paraiba,2020-05-04,1219,79,
BR-PR,Brazil,Parana,2020-05-04,1562,94,
BR-PE,Brazil,Pernambuco,2020-05-04,8863,691,
BR-PI,Brazil,Piaui,2020-05-04,784,28,
BR-RJ,Brazil,Rio de Janeiro,2020-05-04,11721,1065,
BR-RN,Brazil,Rio Grande do Norte,2020-05-04,1421,62,
BR-RS,Brazil,Rio Grande do Sul,2020-05-04,1711,74,
BR-RO,Brazil,Rondonia,2020-05-04,756,25,
BR-RR,Brazil,Roraima,2020-05-04,806,11,
BR-SC,Brazil,Santa Catarina,2020-05-04,2519,52,
BR-SP,Brazil,Sao Paulo,2020-05-04,32187,2654,
BR-SE,Brazil,Sergipe,2020-05-04,772,17,
BR-TO,Brazil,Tocantins,2020-05-04,267,6,
