ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-04-01,43,0,
BR-AL,Brazil,Alagoas,2020-04-01,18,1,
BR-AP,Brazil,Amapa,2020-04-01,11,0,
BR-AM,Brazil,Amazonas,2020-04-01,200,3,
BR-BA,Brazil,Bahia,2020-04-01,246,2,
BR-CE,Brazil,Ceara,2020-04-01,444,8,
BR-DF,Brazil,Distrito Federal,2020-04-01,355,3,
BR-ES,Brazil,Espiritu Santo,2020-04-01,96,0,
BR-GO,Brazil,Goias,2020-04-01,71,1,
BR-MA,Brazil,Maranhao,2020-04-01,54,1,
BR-MT,Brazil,Mato Grosso,2020-04-01,27,0,
BR-MS,Brazil,Mato Grosso do Sul,2020-04-01,51,1,
BR-MG,Brazil,Minas Gerais,2020-04-01,314,3,
BR-PA,Brazil,Para,2020-04-01,40,0,
BR-PB,Brazil,Paraiba,2020-04-01,20,1,
BR-PR,Brazil,Parana,2020-04-01,224,3,
BR-PE,Brazil,Pernambuco,2020-04-01,95,8,
BR-PI,Brazil,Piaui,2020-04-01,18,4,
BR-RJ,Brazil,Rio de Janeiro,2020-04-01,832,28,
BR-RN,Brazil,Rio Grande do Norte,2020-04-01,92,2,
BR-RS,Brazil,Rio Grande do Sul,2020-04-01,306,4,
BR-RO,Brazil,Rondonia,2020-04-01,9,1,
BR-RR,Brazil,Roraima,2020-04-01,22,0,
BR-SC,Brazil,Santa Catarina,2020-04-01,235,2,
BR-SP,Brazil,Sao Paulo,2020-04-01,2981,164,
BR-SE,Brazil,Sergipe,2020-04-01,20,0,
BR-TO,Brazil,Tocantins,2020-04-01,12,0,
