ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BR-AC,Brazil,Acre,2020-07-28,19132,500,
BR-AL,Brazil,Alagoas,2020-07-28,57142,1527,
BR-AP,Brazil,Amapa,2020-07-28,35697,558,
BR-AM,Brazil,Amazonas,2020-07-28,98118,3236,
BR-BA,Brazil,Bahia,2020-07-28,153313,3270,
BR-CE,Brazil,Ceara,2020-07-28,165550,7613,
BR-DF,Brazil,Distrito Federal,2020-07-28,100726,1391,
BR-ES,Brazil,Espiritu Santo,2020-07-28,79464,2463,
BR-GO,Brazil,Goias,2020-07-28,60637,1473,
BR-MA,Brazil,Maranhao,2020-07-28,115988,2959,
BR-MT,Brazil,Mato Grosso,2020-07-28,46545,1669,
BR-MS,Brazil,Mato Grosso do Sul,2020-07-28,22443,328,
BR-MG,Brazil,Minas Gerais,2020-07-28,116645,2551,
BR-PA,Brazil,Para,2020-07-28,150185,5716,
BR-PB,Brazil,Paraiba,2020-07-28,78175,1745,
BR-PR,Brazil,Parana,2020-07-28,69392,1743,
BR-PE,Brazil,Pernambuco,2020-07-28,89678,6421,
BR-PI,Brazil,Piaui,2020-07-28,47551,1278,
BR-RJ,Brazil,Rio de Janeiro,2020-07-28,159639,13033,
BR-RN,Brazil,Rio Grande do Norte,2020-07-28,48374,1714,
BR-RS,Brazil,Rio Grande do Sul,2020-07-28,62347,1680,
BR-RO,Brazil,Rondonia,2020-07-28,36849,840,
BR-RR,Brazil,Roraima,2020-07-28,30316,479,
BR-SC,Brazil,Santa Catarina,2020-07-28,73771,960,
BR-SP,Brazil,Sao Paulo,2020-07-28,487654,21676,
BR-SE,Brazil,Sergipe,2020-07-28,55009,1359,
BR-TO,Brazil,Tocantins,2020-07-28,22851,357,
