ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
BO-B,Bolivia,Beni,,5957,321,754
BO-H,Bolivia,Chuquisaca,,3623,294,966
BO-C,Bolivia,Cochabamba,,11346,822,4734
BO-L,Bolivia,La Paz,,25122,453,1846
BO-O,Bolivia,Oruro,,4255,247,813
BO-N,Bolivia,Pando,,1910,142,294
BO-P,Bolivia,Potosi,,3037,142,472
BO-S,Bolivia,Santa Cruz,,38301,1448,24640
BO-T,Bolivia,Tarija,,5595,134,1119
