ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
PE-AMA,Peru,Amazonas,2020-10-20,605,21,0
PE-ANC,Peru,Ancash,2020-10-20,4220,267,0
PE-APU,Peru,Apurimac,2020-10-20,194,3,0
PE-ARE,Peru,Arequipa,2020-10-20,3332,44,0
PE-AYA,Peru,Ayacucho,2020-10-20,748,7,0
PE-CAJ,Peru,Cajamarca,2020-10-20,747,5,0
PE-CAL,Peru,Callao,2020-10-20,12167,321,0
PE-CUS,Peru,Cusco,2020-10-20,1062,3,0
PE-HUV,Peru,Huancavelica,2020-10-20,436,1,0
PE-HUC,Peru,Huanuco,2020-10-20,885,12,0
PE-ICA,Peru,Ica,2020-10-20,3334,244,0
PE-JUN,Peru,Junin,2020-10-20,1848,19,0
PE-LAL,Peru,La Libertad,2020-10-20,4660,191,0
PE-LAM,Peru,Lambayeque,2020-10-20,8484,612,0
PE-LIM,Peru,Lima,2020-10-20,100526,1709,0
PE-LOR,Peru,Loreto,2020-10-20,4715,296,0
PE-MDD,Peru,Madre de dios,2020-10-20,493,6,0
PE-MOQ,Peru,Moquegua,2020-10-20,515,2,0
PE-PAS,Peru,Pasco,2020-10-20,463,9,0
PE-PIU,Peru,Piura,2020-10-20,7504,519,0
PE-PUN,Peru,Puno,2020-10-20,392,7,0
PE-SAM,Peru,San Martin,2020-10-20,1296,21,0
PE-TAC,Peru,Tacna,2020-10-20,448,5,0
PE-TUM,Peru,Tumbes,2020-10-20,1348,75,0
PE-UCA,Peru,Ucayali,2020-10-20,4054,107,0
