ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
PE-AMA,Peru,Amazonas,2020-10-17,2717,88,0
PE-ANC,Peru,Ancash,2020-10-17,8652,505,0
PE-APU,Peru,Apurimac,2020-10-17,593,20,0
PE-ARE,Peru,Arequipa,2020-10-17,7807,309,0
PE-AYA,Peru,Ayacucho,2020-10-17,1982,29,0
PE-CAJ,Peru,Cajamarca,2020-10-17,2587,87,0
PE-CAL,Peru,Callao,2020-10-17,18406,658,0
PE-CUS,Peru,Cusco,2020-10-17,1932,21,0
PE-HUV,Peru,Huancavelica,2020-10-17,958,15,0
PE-HUC,Peru,Huanuco,2020-10-17,2900,80,0
PE-ICA,Peru,Ica,2020-10-17,8314,527,0
PE-JUN,Peru,Junin,2020-10-17,4292,162,0
PE-LAL,Peru,La Libertad,2020-10-17,10956,675,0
PE-LAM,Peru,Lambayeque,2020-10-17,14259,768,0
PE-LIM,Peru,Lima,2020-10-17,165307,4900,0
PE-LOR,Peru,Loreto,2020-10-17,9374,351,0
PE-MDD,Peru,Madre de dios,2020-10-17,2196,70,0
PE-MOQ,Peru,Moquegua,2020-10-17,1122,16,0
PE-PAS,Peru,Pasco,2020-10-17,1184,24,0
PE-PIU,Peru,Piura,2020-10-17,17838,799,0
PE-PUN,Peru,Puno,2020-10-17,1045,28,0
PE-SAM,Peru,San Martin,2020-10-17,5947,163,0
PE-TAC,Peru,Tacna,2020-10-17,1034,10,0
PE-TUM,Peru,Tumbes,2020-10-17,3146,127,0
PE-UCA,Peru,Ucayali,2020-10-17,8170,157,0
