ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
PE-AMA,Peru,Amazonas,2020-08-09,51,,0
PE-ANC,Peru,Ancash,2020-08-09,251,16,0
PE-APU,Peru,Apurimac,2020-08-09,35,,0
PE-ARE,Peru,Arequipa,2020-08-09,192,5,0
PE-AYA,Peru,Ayacucho,2020-08-09,33,,0
PE-CAJ,Peru,Cajamarca,2020-08-09,61,2,0
PE-CAL,Peru,Callao,2020-08-09,1239,34,0
PE-CUS,Peru,Cusco,2020-08-09,130,3,0
PE-HUV,Peru,Huancavelica,2020-08-09,20,1,0
PE-HUC,Peru,Huanuco,2020-08-09,83,,0
PE-ICA,Peru,Ica,2020-08-09,141,6,0
PE-JUN,Peru,Junin,2020-08-09,150,1,0
PE-LAL,Peru,La Libertad,2020-08-09,232,17,0
PE-LAM,Peru,Lambayeque,2020-08-09,671,81,0
PE-LIM,Peru,Lima,2020-08-09,10877,169,0
PE-LOR,Peru,Loreto,2020-08-09,552,14,0
PE-MDD,Peru,Madre de dios,2020-08-09,25,,0
PE-MOQ,Peru,Moquegua,2020-08-09,30,,0
PE-PAS,Peru,Pasco,2020-08-09,18,,0
PE-PIU,Peru,Piura,2020-08-09,420,37,0
PE-PUN,Peru,Puno,2020-08-09,8,,0
PE-SAM,Peru,San Martin,2020-08-09,94,1,0
PE-TAC,Peru,Tacna,2020-08-09,35,,0
PE-TUM,Peru,Tumbes,2020-08-09,183,10,0
PE-UCA,Peru,Ucayali,2020-08-09,97,3,0
