ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
PE-AMA,Peru,Amazonas,2020-09-10,451,18,0
PE-ANC,Peru,Ancash,2020-09-10,2832,209,0
PE-APU,Peru,Apurimac,2020-09-10,141,,0
PE-ARE,Peru,Arequipa,2020-09-10,2501,25,0
PE-AYA,Peru,Ayacucho,2020-09-10,537,3,0
PE-CAJ,Peru,Cajamarca,2020-09-10,557,3,0
PE-CAL,Peru,Callao,2020-09-10,8558,194,0
PE-CUS,Peru,Cusco,2020-09-10,856,3,0
PE-HUV,Peru,Huancavelica,2020-09-10,345,1,0
PE-HUC,Peru,Huanuco,2020-09-10,676,7,0
PE-ICA,Peru,Ica,2020-09-10,2153,169,0
PE-JUN,Peru,Junin,2020-09-10,1438,14,0
PE-LAL,Peru,La Libertad,2020-09-10,3023,93,0
PE-LAM,Peru,Lambayeque,2020-09-10,6075,566,0
PE-LIM,Peru,Lima,2020-09-10,75716,1235,0
PE-LOR,Peru,Loreto,2020-09-10,3391,276,0
PE-MDD,Peru,Madre de dios,2020-09-10,325,6,0
PE-MOQ,Peru,Moquegua,2020-09-10,352,1,0
PE-PAS,Peru,Pasco,2020-09-10,335,8,0
PE-PIU,Peru,Piura,2020-09-10,4219,429,0
PE-PUN,Peru,Puno,2020-09-10,257,6,0
PE-SAM,Peru,San Martin,2020-09-10,957,14,0
PE-TAC,Peru,Tacna,2020-09-10,291,4,0
PE-TUM,Peru,Tumbes,2020-09-10,1032,68,0
PE-UCA,Peru,Ucayali,2020-09-10,2941,104,0
