"Code
  Weather Station",Date,T max (°C),T min (°C),"Relative
  Humidity (%)","Rainfall
  (mm/day) "
"103015",2019-11-01,31.4,S/D,"86.4","0"
"103015",2019-11-02,33.4,S/D,"82.6","0"
"103015",2019-11-03,33.6,S/D,"83.8","0"
"103015",2019-11-04,33.4,S/D,"96.2","29.5"
"103015",2019-11-05,34.4,S/D,"78.8","3.3"
"103015",2019-11-06,32.8,S/D,"87","10.7"
"103015",2019-11-07,31.8,S/D,"87","1"
"103015",2019-11-08,32.8,S/D,"83","0"
"103015",2019-11-09,35,S/D,"80.7","0.8"
"103015",2019-11-10,32.6,S/D,"82.5","0"
"103015",2019-11-11,32.2,S/D,"86.1","0"
"103015",2019-11-12,29.4,S/D,"95.8","18"
"103015",2019-11-13,32.8,S/D,"87.1","0"
"103015",2019-11-14,32,S/D,"85.1","12.9"
"103015",2019-11-15,30,S/D,"88.9","11.4"
"103015",2019-11-16,29.8,S/D,"89.5","0"
"103015",2019-11-17,33,S/D,"86.6","0"
"103015",2019-11-18,35.2,S/D,"81","0"
"103015",2019-11-19,27.4,S/D,"94.8","19"
"103015",2019-11-20,30.6,S/D,"87.8","0"
"103015",2019-11-21,33.2,S/D,"84.7","5.2"
"103015",2019-11-22,30.2,S/D,"97.9","23.1"
"103015",2019-11-23,26,S/D,"98.3","12.4"
"103015",2019-11-24,26,S/D,"98.3","15"
"103015",2019-11-25,31.2,S/D,"94.3","0"
"103015",2019-11-26,31.4,S/D,"90.6","51.8"
"103015",2019-11-27,32.2,S/D,"88.4","1.4"
"103015",2019-11-28,32.8,S/D,"85.6","26.4"
"103015",2019-11-29,32.6,S/D,"85.6","0"
"103015",2019-11-30,32.8,S/D,"87.1","0"
"103015",2019-12-01,30.8,S/D,"94.3","32.7"
"103015",2019-12-02,29.8,S/D,"94.7","2"
"103015",2019-12-03,32,S/D,"95.5","2.7"
"103015",2019-12-04,31.6,S/D,"89.9","6.9"
"103015",2019-12-05,32,S/D,"88.7","35.5"
"103015",2019-12-06,28.8,S/D,"91.2","3.7"
"103015",2019-12-07,31,S/D,"92.8","0"
"103015",2019-12-08,32,S/D,"92.8","0"
"103015",2019-12-09,33,S/D,"80.6","3.3"
"103015",2019-12-10,30.8,S/D,"89.5","3"
"103015",2019-12-11,31,S/D,"93","15.5"
"103015",2019-12-12,30,S/D,"95.3","5.2"
"103015",2019-12-13,31,S/D,"95.8","11.9"
"103015",2019-12-14,32,S/D,"91.1","32"
"103015",2019-12-15,26.2,S/D,"92.1","0"
"103015",2019-12-16,33.2,S/D,"80.8","0"
"103015",2019-12-17,34,S/D,"80.4","1.1"
"103015",2019-12-18,29,S/D,"87.9","52.2"
"103015",2019-12-19,29.8,S/D,"87.9","4.7"
"103015",2019-12-20,32.4,S/D,"89.7","42"
"103015",2019-12-21,31.2,S/D,"85.3","6.2"
"103015",2019-12-22,32.2,S/D,"88.7","0"
"103015",2019-12-23,26,S/D,"92.1","16"
"103015",2019-12-24,31,S/D,"90.6","0"
"103015",2019-12-25,33.8,S/D,"83.2","3.5"
"103015",2019-12-26,33,S/D,"79.5","0"
"103015",2019-12-27,34,S/D,"85.6","0"
"103015",2019-12-28,32.4,S/D,"89.4","20.7"
"103015",2019-12-29,31.2,S/D,"87","1.8"
"103015",2019-12-30,32.6,S/D,"90.1","19.5"
"103015",2019-12-31,32.8,S/D,"84.8","0"
"103015",2020-01-01,33.2,S/D,"82.5","1"
"103015",2020-01-02,32.4,S/D,"87.2","0"
"103015",2020-01-03,33.4,S/D,"85.1","0"
"103015",2020-01-04,34.4,S/D,"81.5","0"
"103015",2020-01-05,35.4,S/D,"71.1","0"
"103015",2020-01-06,35.2,S/D,"70.2","0"
"103015",2020-01-07,35,S/D,"75","0"
"103015",2020-01-08,36,S/D,"77.6","0"
"103015",2020-01-09,29.2,S/D,"88.4","10.6"
"103015",2020-01-10,25.8,S/D,"95.2","6.2"
"103015",2020-01-11,27.8,S/D,"91.4","8.6"
"103015",2020-01-12,27.8,S/D,"94.3","0.6"
"103015",2020-01-13,30,S/D,"91.5","26.5"
"103015",2020-01-14,30.6,S/D,"85.2","7.3"
"103015",2020-01-15,30.6,S/D,"89.7","15"
"103015",2020-01-16,31.8,S/D,"84.4","4.2"
"103015",2020-01-17,30.8,S/D,"89.9","18.2"
"103015",2020-01-18,27.2,S/D,"93.3","36.3"
"103015",2020-01-19,28.2,S/D,"91","0.8"
"103015",2020-01-20,32.2,S/D,"87.3","21.4"
"103015",2020-01-21,31.6,S/D,"88.4","0"
"103015",2020-01-22,34.4,S/D,"81.6","0"
"103015",2020-01-23,35.6,S/D,"78","11.2"
"103015",2020-01-24,27.8,S/D,"89.8","2.2"
"103015",2020-01-25,34.2,S/D,"83.3","1.2"
"103015",2020-01-26,32.8,S/D,"86.7","0"
"103015",2020-01-27,35.4,S/D,"86.3","0"
"103015",2020-01-28,35.6,S/D,"82.5","0"
"103015",2020-01-29,34.4,24.6,"85","2.2"
"103015",2020-01-30,33.4,23.6,"85.7","0"
"103015",2020-01-31,33.2,20.6,"86.1","0"
"103015",2020-02-01,29.2,19,"90.7","5.5"
"103015",2020-02-02,31.2,23,"82.2","0"
"103015",2020-02-03,34.8,23.2,"80","0"
"103015",2020-02-04,34.8,24.2,"90.7","0"
"103015",2020-02-05,33.8,24,"83.1","0"
"103015",2020-02-06,32.4,20.4,"87.1","3.3"
"103015",2020-02-07,29.6,24.4,"89","5.8"
"103015",2020-02-08,33,18.8,"86","32.2"
"103015",2020-02-09,32.4,19.4,"83.3","0"
"103015",2020-02-10,34.6,19.2,"82.8","5"
"103015",2020-02-11,31.2,19.6,"84","0"
"103015",2020-02-12,28.8,20.4,"89.8","0"
"103015",2020-02-13,30.6,23.8,"88.7","0.8"
"103015",2020-02-14,31.8,23.6,"84.6","25.9"
"103015",2020-02-15,31.8,20.8,"93.7","18.1"
"103015",2020-02-16,31.8,23,"91.1","0"
"103015",2020-02-17,32.8,23.6,"84.7","0"
"103015",2020-02-18,31.4,19.4,"90.2","3"
"103015",2020-02-19,34,23.4,"84.5","9.8"
"103015",2020-02-20,34.2,23.4,"85.7","14.8"
"103015",2020-02-21,34.8,23.6,"83.3","0"
"103015",2020-02-22,32.2,20.2,"75.8","0"
"103015",2020-02-23,31.2,18.6,"87.7","0"
"103015",2020-02-24,32.6,23,"87.8","1.4"
"103015",2020-02-25,33.4,23.6,"85.5","0"
