"Code
  Weather Station",Date,T max (°C),T min (°C),"Relative
  Humidity (%)","Rainfall
  (mm/day) "
"100044",2019-12-25,20.2,10,"75.8","2.6"
"100044",2019-12-26,20.2,8.8,"72.4","9.8"
"100044",2019-12-27,22.7,7,"66.6","0"
"100044",2019-12-28,21.8,10.2,"68.7","0.2"
"100044",2019-12-29,21.4,10.8,"73.6","10.9"
"100044",2019-12-30,22,7.6,"73.3","3.6"
"100044",2019-12-31,19.2,7.7,"75.1","0"
"100044",2020-01-01,22.6,8.2,"71.9","5.1"
"100044",2020-01-02,17.4,9.5,"90.1","0.7"
"100044",2020-01-03,21,9.4,"76.1","26.7"
"100044",2020-01-04,19.2,8.7,"76","24.5"
"100044",2020-01-05,20.5,7.2,"77.4","14.5"
"100044",2020-01-06,19.4,5.6,"83.8","0"
"100044",2020-01-07,22.5,4,"72.5","0"
"100044",2020-01-08,23.2,7.7,"64.2","0"
"100044",2020-01-09,20,8,"79.7","18.8"
"100044",2020-01-10,19.2,3.5,"79.3","0"
"100044",2020-01-11,16.8,5.5,"80.2","0"
"100044",2020-01-12,20.4,6.2,"71.8","0"
"100044",2020-01-13,21.6,4.8,"72.9","0"
"100044",2020-01-14,22.1,6.4,"76.8","0"
"100044",2020-01-15,19.5,8,"77.5","0.4"
"100044",2020-01-16,19,6.2,"77.8","0"
"100044",2020-01-17,18.6,4,"73.3","0.5"
"100044",2020-01-18,18.6,8.6,"69.3","0"
"100044",2020-01-19,22,4,"69.8","0"
"100044",2020-01-20,18.7,3.6,"72.2","5"
"100044",2020-01-21,19.2,8.7,"84.3","3.8"
"100044",2020-01-22,21.2,8.5,"74.7","10.3"
"100044",2020-01-23,20,7.7,"81.8","1.9"
"100044",2020-01-24,20.2,10.2,"79.4","0"
"100044",2020-01-25,21,6,"78.3","0"
"100044",2020-01-26,22.2,6,"74.4","0"
"100044",2020-01-27,24.8,5.4,"68.7","5.2"
"100044",2020-01-28,20,7.3,"73","1.4"
"100044",2020-01-29,19,8.8,"79.8","0.6"
"100044",2020-01-30,16.8,5.5,"76.4","3.9"
"100044",2020-01-31,18,9.3,"77","1.2"
"100044",2020-02-01,16,9.4,"82.1","0.8"
"100044",2020-02-02,17.2,4.8,"82.7","19.6"
"100044",2020-02-03,21,7.5,"79","7.8"
"100044",2020-02-04,21.6,9.6,"78.5","2.4"
"100044",2020-02-05,20.6,10.4,"77.7","9.7"
"100044",2020-02-06,19,9,"78.1","20.2"
"100044",2020-02-07,21.5,8.8,"70.9","12.9"
"100044",2020-02-08,19.5,9.5,"84.9","2.4"
"100044",2020-02-09,19.4,9.8,"85.3","9.3"
"100044",2020-02-10,19.1,8.2,"82.2","1.1"
"100044",2020-02-11,21.5,7.8,"79.4","11.8"
"100044",2020-02-12,17.8,9,"78.9","0.7"
"100044",2020-02-13,17.4,9.7,"82.2","11.4"
"100044",2020-02-14,17.4,9.8,"81.6","1.5"
"100044",2020-02-15,20.6,8.5,"82.2","2.8"
"100044",2020-02-16,20.7,10,"76.2","0.6"
"100044",2020-02-17,22.5,6.5,"77","1.3"
"100044",2020-02-18,19,9.6,"81.3","0"
"100044",2020-02-19,22.5,6.2,"76.1","0"
"100044",2020-02-20,18,9.6,"78.5","3.6"
"100044",2020-02-21,14.5,9.8,"90.7","10"
"100044",2020-02-22,19.4,9.5,"78.9","0"
"100044",2020-02-23,23,9.2,"77.5","10.1"
"100044",2020-02-24,20.8,9.5,"76.1","0.5"
"100044",2020-02-25,23.5,10,"75.5","1"
"100044",2020-02-26,21.4,10,"79.6","5"
"100044",2020-02-27,19.8,9.5,"77.2","0"
"100044",2020-02-28,20.5,10.2,"88.3","6.6"
"100044",2020-02-29,21.1,9,"75.9","0.2"
"100044",2020-03-01,20.5,10,"79.9","0"
"100044",2020-03-02,23.5,9.2,"66.2","5.3"
"100044",2020-03-03,21.5,7.6,"77.3","0.9"
"100044",2020-03-04,21.2,8.4,"75.4","0"
"100044",2020-03-05,22.2,8.4,"72","0.5"
"100044",2020-03-06,22.1,9.4,"71.9","0"
"100044",2020-03-07,21.2,7,"73.5","0"
"100044",2020-03-08,21,10,"68.1","0"
"100044",2020-03-09,22.4,6.4,"71.5","8.8"
"100044",2020-03-10,20.5,5,"73.3","24.4"
"100044",2020-03-11,21.8,6.5,"76.9","0"
"100044",2020-03-12,21.6,9,"70.5","0"
"100044",2020-03-13,20.2,6.7,"74","0"
"100044",2020-03-14,22.5,7.2,"72","21.2"
"100044",2020-03-15,21.7,9,"69.8","3.1"
"100044",2020-03-16,15.3,9.6,"82.7","15"
"100044",2020-03-17,21.8,6.2,"73.4","0"
"100044",2020-03-18,18.5,6.8,"77.3","1"
"100044",2020-03-19,S/D,5.4,"S/D","0"
