ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-06-14,59928,1021,0
AR-K,Argentina,Catamarca,2020-06-14,355,0,0
AR-H,Argentina,Chaco,2020-06-14,6682,127,0
AR-U,Argentina,Chubut,2020-06-14,422,0,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-06-14,35839,544,0
AR-X,Argentina,Cordoba,2020-06-14,14144,52,0
AR-W,Argentina,Corrientes,2020-06-14,2666,4,0
AR-E,Argentina,Entre Rios,2020-06-14,1226,0,0
AR-P,Argentina,Formosa,2020-06-14,671,0,0
AR-Y,Argentina,Jujuy,2020-06-14,2075,0,0
AR-L,Argentina,La Pampa,2020-06-14,239,0,0
AR-F,Argentina,La Rioja,2020-06-14,1275,0,0
AR-M,Argentina,Mendoza,2020-06-14,1911,0,0
AR-N,Argentina,Misiones,2020-06-14,1031,0,0
AR-Q,Argentina,Neuquen,2020-06-14,1481,13,0
AR-R,Argentina,Rio Negro,2020-06-14,2305,33,0
AR-A,Argentina,Salta,2020-06-14,640,0,0
AR-J,Argentina,San Juan,2020-06-14,611,0,0
AR-D,Argentina,San Luis,2020-06-14,343,0,0
AR-Z,Argentina,Santa Cruz,2020-06-14,477,0,0
AR-S,Argentina,Santa Fe,2020-06-14,9365,0,0
AR-G,Argentina,Santiago del Estero,2020-06-14,1512,0,0
AR-V,Argentina,Tierra del Fuego,2020-06-14,1474,0,0
AR-T,Argentina,Tucuman,2020-06-14,4823,0,0
