ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-06-13,42555,835,0
AR-K,Argentina,Catamarca,,0,0,0
AR-H,Argentina,Chaco,2020-06-13,5098,97,0
AR-U,Argentina,Chubut,2020-06-13,285,0,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-06-13,24301,437,0
AR-X,Argentina,Cordoba,2020-06-13,11970,0,0
AR-W,Argentina,Corrientes,2020-06-13,2019,0,0
AR-E,Argentina,Entre Rios,2020-06-13,998,0,0
AR-P,Argentina,Formosa,2020-06-13,526,0,0
AR-Y,Argentina,Jujuy,2020-06-13,1701,0,0
AR-L,Argentina,La Pampa,2020-06-13,200,0,0
AR-F,Argentina,La Rioja,2020-06-13,1142,0,0
AR-M,Argentina,Mendoza,2020-06-13,1608,0,0
AR-N,Argentina,Misiones,,0,0,0
AR-Q,Argentina,Neuquen,2020-06-13,1237,0,0
AR-R,Argentina,Rio Negro,2020-06-13,1909,0,0
AR-A,Argentina,Salta,2020-06-13,489,0,0
AR-J,Argentina,San Juan,2020-06-13,490,0,0
AR-D,Argentina,San Luis,,0,0,0
AR-Z,Argentina,Santa Cruz,2020-06-13,382,0,0
AR-S,Argentina,Santa Fe,2020-06-13,7786,0,0
AR-G,Argentina,Santiago del Estero,2020-06-13,958,0,0
AR-V,Argentina,Tierra del Fuego,2020-06-13,1330,0,0
AR-T,Argentina,Tucuman,2020-06-13,3585,0,0
