ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-06-15,560,16,0
AR-K,Argentina,Catamarca,2020-06-15,4,0,0
AR-H,Argentina,Chaco,2020-06-15,248,2,0
AR-U,Argentina,Chubut,2020-06-15,14,0,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-06-15,630,14,0
AR-X,Argentina,Cordoba,2020-06-15,362,0,0
AR-W,Argentina,Corrientes,2020-06-15,42,0,0
AR-E,Argentina,Entre Rios,2020-06-15,33,0,0
AR-P,Argentina,Formosa,,0,0,0
AR-Y,Argentina,Jujuy,2020-06-15,11,0,0
AR-L,Argentina,La Pampa,2020-06-15,5,0,0
AR-F,Argentina,La Rioja,2020-06-15,0,3,0
AR-M,Argentina,Mendoza,2020-06-15,32,0,0
AR-N,Argentina,Misiones,2020-06-15,6,0,0
AR-Q,Argentina,Neuquen,2020-06-15,41,0,0
AR-R,Argentina,Rio Negro,2020-06-15,21,0,0
AR-A,Argentina,Salta,2020-06-15,17,0,0
AR-J,Argentina,San Juan,2020-06-15,7,0,0
AR-D,Argentina,San Luis,2020-06-15,11,0,0
AR-Z,Argentina,Santa Cruz,2020-06-15,13,0,0
AR-S,Argentina,Santa Fe,2020-06-15,147,0,0
AR-G,Argentina,Santiago del Estero,,0,0,0
AR-V,Argentina,Tierra del Fuego,2020-06-15,29,0,0
AR-T,Argentina,Tucuman,2020-06-15,53,0,0
