ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-06-16,67022,1101,0
AR-K,Argentina,Catamarca,2020-06-16,392,0,0
AR-H,Argentina,Chaco,2020-06-16,7260,134,0
AR-U,Argentina,Chubut,2020-06-16,494,0,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-06-16,40330,596,0
AR-X,Argentina,Cordoba,2020-06-16,14884,0,0
AR-W,Argentina,Corrientes,2020-06-16,2813,0,0
AR-E,Argentina,Entre Rios,2020-06-16,1363,73,0
AR-P,Argentina,Formosa,2020-06-16,685,0,0
AR-Y,Argentina,Jujuy,2020-06-16,2165,0,0
AR-L,Argentina,La Pampa,,0,0,0
AR-F,Argentina,La Rioja,2020-06-16,1337,0,0
AR-M,Argentina,Mendoza,2020-06-16,2018,0,0
AR-N,Argentina,Misiones,,0,0,0
AR-Q,Argentina,Neuquen,2020-06-16,1561,0,0
AR-R,Argentina,Rio Negro,2020-06-16,2485,35,0
AR-A,Argentina,Salta,2020-06-16,684,9,0
AR-J,Argentina,San Juan,2020-06-16,649,0,0
AR-D,Argentina,San Luis,,0,0,0
AR-Z,Argentina,Santa Cruz,2020-06-16,503,0,0
AR-S,Argentina,Santa Fe,2020-06-16,9951,0,0
AR-G,Argentina,Santiago del Estero,,0,0,0
AR-V,Argentina,Tierra del Fuego,2020-06-16,1512,0,0
AR-T,Argentina,Tucuman,2020-06-16,5278,0,0
