ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-05-19,110550,2049,0
AR-K,Argentina,Catamarca,2020-05-19,651,0,0
AR-H,Argentina,Chaco,2020-05-19,13041,246,0
AR-U,Argentina,Chubut,2020-05-19,873,36,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-05-19,58110,1113,0
AR-X,Argentina,Cordoba,2020-05-19,32928,126,0
AR-W,Argentina,Corrientes,2020-05-19,5322,6,0
AR-E,Argentina,Entre Rios,2020-05-19,2724,135,0
AR-P,Argentina,Formosa,2020-05-19,1434,0,0
AR-Y,Argentina,Jujuy,2020-05-19,4302,0,0
AR-L,Argentina,La Pampa,2020-05-19,561,30,0
AR-F,Argentina,La Rioja,2020-05-19,2778,42,0
AR-M,Argentina,Mendoza,2020-05-19,4623,102,0
AR-N,Argentina,Misiones,2020-05-19,2376,24,0
AR-Q,Argentina,Neuquen,2020-05-19,4008,30,0
AR-R,Argentina,Rio Negro,2020-05-19,6120,66,0
AR-A,Argentina,Salta,2020-05-19,3132,15,0
AR-J,Argentina,San Juan,2020-05-19,1383,0,0
AR-D,Argentina,San Luis,2020-05-19,843,3,0
AR-Z,Argentina,Santa Cruz,2020-05-19,1248,3,0
AR-S,Argentina,Santa Fe,2020-05-19,20640,90,0
AR-G,Argentina,Santiago del Estero,2020-05-19,1797,15,0
AR-V,Argentina,Tierra del Fuego,2020-05-19,3756,15,0
AR-T,Argentina,Tucuman,2020-05-19,8904,27,0
