ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-05-22,237,0,0
AR-K,Argentina,Catamarca,,0,0,0
AR-H,Argentina,Chaco,2020-05-22,73,0,0
AR-U,Argentina,Chubut,,0,0,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-05-22,283,6,0
AR-X,Argentina,Cordoba,2020-05-22,70,0,0
AR-W,Argentina,Corrientes,2020-05-22,11,0,0
AR-E,Argentina,Entre Rios,,0,0,0
AR-P,Argentina,Formosa,,0,0,0
AR-Y,Argentina,Jujuy,2020-05-22,5,0,0
AR-L,Argentina,La Pampa,2020-05-22,3,0,0
AR-F,Argentina,La Rioja,,0,0,0
AR-M,Argentina,Mendoza,2020-05-22,17,0,0
AR-N,Argentina,Misiones,,0,0,0
AR-Q,Argentina,Neuquen,2020-05-22,8,0,0
AR-R,Argentina,Rio Negro,2020-05-22,6,0,0
AR-A,Argentina,Salta,,0,0,0
AR-J,Argentina,San Juan,,0,0,0
AR-D,Argentina,San Luis,,0,0,0
AR-Z,Argentina,Santa Cruz,,0,0,0
AR-S,Argentina,Santa Fe,2020-05-22,22,0,0
AR-G,Argentina,Santiago del Estero,,0,0,0
AR-V,Argentina,Tierra del Fuego,2020-05-22,10,0,0
AR-T,Argentina,Tucuman,2020-05-22,25,0,0
