ISO 3166-2 Code,Country,Subdivision,Last Update,Confirmed,Deaths,Recovered
AR-B,Argentina,Buenos Aires,2020-06-15,9985,303,0
AR-K,Argentina,Catamarca,2020-06-15,85,0,0
AR-H,Argentina,Chaco,2020-06-15,1693,28,0
AR-U,Argentina,Chubut,2020-06-15,0,5,0
AR-C,Argentina,Ciudad Autonoma de Buenos Aires,2020-06-15,6067,165,0
AR-X,Argentina,Cordoba,2020-06-15,4192,16,0
AR-W,Argentina,Corrientes,2020-06-15,863,0,0
AR-E,Argentina,Entre Rios,2020-06-15,409,23,0
AR-P,Argentina,Formosa,2020-06-15,72,0,0
AR-Y,Argentina,Jujuy,2020-06-15,682,0,0
AR-L,Argentina,La Pampa,,0,0,0
AR-F,Argentina,La Rioja,2020-06-15,249,0,0
AR-M,Argentina,Mendoza,2020-06-15,778,22,0
AR-N,Argentina,Misiones,,0,0,0
AR-Q,Argentina,Neuquen,2020-06-15,518,0,0
AR-R,Argentina,Rio Negro,2020-06-15,553,8,0
AR-A,Argentina,Salta,2020-06-15,127,0,0
AR-J,Argentina,San Juan,2020-06-15,195,0,0
AR-D,Argentina,San Luis,,0,0,0
AR-Z,Argentina,Santa Cruz,2020-06-15,200,0,0
AR-S,Argentina,Santa Fe,2020-06-15,2942,19,0
AR-G,Argentina,Santiago del Estero,,0,0,0
AR-V,Argentina,Tierra del Fuego,2020-06-15,742,0,0
AR-T,Argentina,Tucuman,2020-06-15,697,0,0
