"Code
  Weather Station",Date,T max (°C),T min (°C),"Relative
  Humidity (%)","Rainfall
  (mm/day) "
"108068",2019-11-01,22.6,15.4,"85.7","0"
"108068",2019-11-02,22.5,16,"84.3","0"
"108068",2019-11-03,23.2,16.2,"83.9","0"
"108068",2019-11-04,21,16.6,"85","0"
"108068",2019-11-05,23.4,16,"91.6","0"
"108068",2019-11-06,22.6,16.2,"92.3","0"
"108068",2019-11-07,22.2,14.8,"88.2","0"
"108068",2019-11-08,23.2,14.5,"92.4","0"
"108068",2019-11-09,23.2,16.4,"88.4","0"
"108068",2019-11-10,24.4,16.1,"86.6","0"
"108068",2019-11-11,23.2,16.4,"87.8","0"
"108068",2019-11-12,22.6,17.6,"86.4","0"
"108068",2019-11-13,23.2,17.4,"86.5","0"
"108068",2019-11-14,24.5,17.9,"84.2","0"
"108068",2019-11-15,23,16.5,"85.9","0"
"108068",2019-11-16,22.6,17.9,"87.7","0"
"108068",2019-11-17,22.8,17.7,"87.9","0"
"108068",2019-11-18,22.6,17.8,"84.2","0"
"108068",2019-11-19,23.2,17.7,"84.4","0"
"108068",2019-11-20,23.3,17.5,"80.8","0"
"108068",2019-11-21,23.6,15.6,"82.5","0"
"108068",2019-11-22,23.8,15.9,"86","0"
"108068",2019-11-23,22.3,16.7,"85.8","0"
"108068",2019-11-24,23.8,17.1,"87.6","0"
"108068",2019-11-25,22.1,18.5,"89.4","0"
"108068",2019-11-26,22.8,17.9,"87.7","0"
"108068",2019-11-27,23.3,17.8,"84.7","0"
"108068",2019-11-28,24.7,17,"82.7","0"
"108068",2019-11-29,24.3,17.9,"84.7","0"
"108068",2019-11-30,23.8,17,"85.7","0"
"108068",2019-12-01,24.2,18.4,"88","0"
"108068",2019-12-02,24,18,"88.2","0"
"108068",2019-12-03,24.6,19,"87.8","0"
"108068",2019-12-04,25.4,18.6,"83.5","0"
"108068",2019-12-05,26.4,18.3,"82.7","0"
"108068",2019-12-06,24.3,18.2,"88.1","0"
"108068",2019-12-07,25.8,19.8,"83.5","0"
"108068",2019-12-08,26.8,18.5,"83.9","0"
"108068",2019-12-09,25.2,18.4,"85.3","0"
"108068",2019-12-10,24.3,19.4,"84.8","0"
"108068",2019-12-11,24,19.6,"89","0"
"108068",2019-12-12,24.3,19.4,"89.4","0"
"108068",2019-12-13,25.5,16,"85.3","0"
