"Code
  Weather Station",Date,T max (°C),T min (°C),"Relative
  Humidity (%)","Rainfall
  (mm/day) "
"105075",2019-11-01,35.5,16.4,"77","8.2"
"105075",2019-11-02,34.4,17.2,"S/D","3.8"
"105075",2019-11-03,34.8,17.2,"88.5","12.4"
"105075",2019-11-04,35,16.8,"84","10.4"
"105075",2019-11-05,35,17.2,"81","2"
"105075",2019-11-06,32.4,17.2,"88.2","23.5"
"105075",2019-11-07,32.8,17.5,"84.5","0"
"105075",2019-11-08,35.2,17.4,"82.1","0"
"105075",2019-11-09,35.5,16,"78.6","15"
"105075",2019-11-10,34.8,16.8,"82.5","0"
"105075",2019-11-11,34,18.2,"93.1","16"
"105075",2019-11-12,33.2,16.4,"81.1","0"
"105075",2019-11-13,34.8,17.5,"76.8","0"
"105075",2019-11-14,35.8,19,"81.4","0"
"105075",2019-11-15,35.6,17,"85.1","0"
"105075",2019-11-16,35.8,17,"S/D","0"
"105075",2019-11-17,35,16.8,"77.3","0"
"105075",2019-11-18,37.5,17.5,"S/D","0"
"105075",2019-11-19,33.5,18.2,"86.3","0"
"105075",2019-11-20,32.8,18,"81.8","0"
"105075",2019-11-21,36.5,18,"80.3","0"
"105075",2019-11-22,36,18,"78.9","0"
"105075",2019-11-23,35.5,18.5,"76.5","0"
"105075",2019-11-24,34,17.5,"S/D","0"
"105075",2019-11-25,33.8,17.8,"77.7","18.5"
"105075",2019-11-26,35,17.8,"88.6","1.8"
"105075",2019-11-27,36,16.8,"91.1","3"
"105075",2019-11-28,34.8,17,"83.7","0"
"105075",2019-11-29,35.5,16,"79.8","0"
"105075",2019-11-30,34.4,17.2,"81.6","0"
"105075",2019-12-01,33.2,18.5,"94.8","37"
"105075",2019-12-02,31,17,"86.9","0.2"
"105075",2019-12-03,32.8,17.2,"79.4","0"
"105075",2019-12-04,33.5,17.5,"S/D","8"
"105075",2019-12-05,33,17,"90.3","4"
"105075",2019-12-06,33.2,17.2,"88.4","3"
"105075",2019-12-07,33.5,17.2,"80.2","0"
"105075",2019-12-08,35,17.2,"78.2","0"
"105075",2019-12-09,32,17.5,"93.3","1"
"105075",2019-12-10,34.5,15,"76","0"
"105075",2019-12-11,S/D,16.5,"S/D","0"
"105075",2019-12-12,35,16,"80.7","0"
"105075",2019-12-13,36,16,"72.9","0"
"105075",2019-12-14,32,15.8,"79.3","0"
"105075",2019-12-15,32.5,15.8,"87.4","0"
