"Code
  Weather Station",Date,T max (°C),T min (°C),"Relative
  Humidity (%)","Rainfall
  (mm/day) "
"108026",2019-11-01,29.2,22.7,"98.1","1.7"
"108026",2019-11-02,33.5,21.9,"86.1","0"
"108026",2019-11-03,34.4,21.8,"88.9","0"
"108026",2019-11-04,31.4,23.5,"89.1","0"
"108026",2019-11-05,34,22.9,"88.3","0"
"108026",2019-11-06,33,21.9,"90.9","0.8"
"108026",2019-11-07,31.2,22.7,"91.1","30.7"
"108026",2019-11-08,32.6,21.6,"91.3","0"
"108026",2019-11-09,34.1,21.8,"88.3","0"
"108026",2019-11-10,33.5,22.6,"92.6","56.8"
"108026",2019-11-11,32,23.1,"89.5","35.1"
"108026",2019-11-12,28.8,22,"97.9","1.2"
"108026",2019-11-13,33.8,21.6,"90.1","0"
"108026",2019-11-14,34,22.7,"92.8","3.1"
"108026",2019-11-15,30.4,23.2,"95.5","83.3"
"108026",2019-11-16,28.8,21.8,"94.2","0.4"
"108026",2019-11-17,33.6,21.2,"88.7","0"
"108026",2019-11-18,35.2,20.5,"84","0"
"108026",2019-11-19,34.8,23.8,"87.1","0"
"108026",2019-11-20,33.7,21.9,"86.2","22.2"
"108026",2019-11-21,33.4,22.4,"90.3","0"
"108026",2019-11-22,33.4,23.9,"89.4","16.4"
"108026",2019-11-23,31.4,23.6,"98.9","61.5"
"108026",2019-11-24,30.6,21.4,"92.3","0"
"108026",2019-11-25,33.3,21.5,"90.1","0"
"108026",2019-11-26,34.4,21.8,"88.6","0"
"108026",2019-11-27,34.6,23.2,"85.5","0"
"108026",2019-11-28,32.9,22.2,"88.2","0"
"108026",2019-11-29,33.6,21.8,"89.7","0"
"108026",2019-11-30,33,23.9,"94.5","0"
"108026",2019-12-01,30.1,23.4,"95.2","18.5"
"108026",2019-12-02,31.8,23.6,"91.5","0"
"108026",2019-12-03,30.5,23.3,"92.3","0"
"108026",2019-12-04,32,23.5,"91.9","61"
"108026",2019-12-05,29.8,22.9,"93.8","8.6"
"108026",2019-12-06,28,23,"95.5","5.5"
"108026",2019-12-07,33,22.6,"89.2","0"
"108026",2019-12-08,33.2,22.4,"85.3","0"
"108026",2019-12-09,32.4,23,"92.4","2.1"
"108026",2019-12-10,34,21.6,"85.6","0"
"108026",2019-12-11,33.7,21.6,"88.2","0"
"108026",2019-12-12,30.8,24,"93.2","16.9"
"108026",2019-12-13,25.4,23,"98","373.9"
"108026",2019-12-14,25.6,22.4,"95.9","4.5"
"108026",2019-12-15,30.4,22.6,"90.7","2"
"108026",2019-12-16,28.7,22.2,"95.8","9.2"
"108026",2019-12-17,33.4,23,"90.5","0"
"108026",2019-12-18,30.6,23.3,"92.8","84.2"
"108026",2019-12-19,31.7,22.5,"90.5","0.1"
"108026",2019-12-20,32.8,23.8,"89.7","0"
"108026",2019-12-21,29.6,22.3,"92.6","7.6"
"108026",2019-12-22,33,21.6,"89.4","0"
"108026",2019-12-23,26.4,22.9,"96.8","2.9"
"108026",2019-12-24,32.4,22.4,"86.8","0"
"108026",2019-12-25,33.8,21.4,"87.6","0.1"
"108026",2019-12-26,30.2,23.6,"96.9","9.1"
"108026",2019-12-27,31.2,23,"93.5","0.2"
"108026",2019-12-28,31.6,22.2,"97.8","16.5"
"108026",2019-12-29,32.8,21.9,"87.6","0"
"108026",2019-12-30,32.8,24,"91","0.1"
"108026",2019-12-31,32.2,23.1,"90.2","0"
"108026",2020-01-01,29.4,24.4,"94.1","23.8"
"108026",2020-01-02,28.4,23.1,"95.3","19.6"
"108026",2020-01-03,32,22.5,"92.5","0.1"
"108026",2020-01-04,33.8,22.6,"88.5","0"
"108026",2020-01-05,32.6,23.6,"89.1","0"
"108026",2020-01-06,33.4,24.6,"85.6","0"
"108026",2020-01-07,27,23.6,"93.1","0"
"108026",2020-01-08,32.8,22.2,"88","0"
"108026",2020-01-09,34.2,21.6,"85.7","0"
"108026",2020-01-10,34.2,23.6,"85.7","0"
"108026",2020-01-11,32.6,23.4,"86.6","0"
"108026",2020-01-12,32,22.2,"89","0"
"108026",2020-01-13,31.6,21.3,"88","0"
"108026",2020-01-14,32.3,19.4,"85.3","0"
"108026",2020-01-15,31.2,22,"91.1","0.8"
"108026",2020-01-16,33.8,23,"86.7","0.3"
"108026",2020-01-17,34.6,23,"82.4","1.1"
"108026",2020-01-18,31,23.2,"90.3","1.8"
"108026",2020-01-19,32.2,22,"90.7","0"
"108026",2020-01-20,35,24,"82.9","0.1"
"108026",2020-01-21,33.6,23.5,"88.5","0.1"
"108026",2020-01-22,30.2,22.8,"98.1","15.8"
"108026",2020-01-23,25.5,23.9,"97.5","36.9"
"108026",2020-01-24,30.7,21.9,"91.8","0"
"108026",2020-01-25,33.6,24,"92","0.8"
"108026",2020-01-26,34.5,22.7,"86.4","0"
"108026",2020-01-27,35,22.1,"87.5","0"
"108026",2020-01-28,34.7,23.2,"86","72.4"
"108026",2020-01-29,25.7,22.8,"95.7","0.2"
"108026",2020-01-30,31.8,21.5,"91.5","0"
"108026",2020-01-31,32.6,22.3,"91.2","0.1"
"108026",2020-02-01,32.8,23.2,"88.6","0"
"108026",2020-02-02,33,22.6,"89.9","0"
"108026",2020-02-03,29.3,23.3,"95.3","4.2"
"108026",2020-02-04,33,24.2,"90.4","6.1"
"108026",2020-02-05,34.4,22,"85.3","0"
"108026",2020-02-06,33.6,24.5,"87.5","0.3"
"108026",2020-02-07,30.4,23.8,"93.1","8.3"
"108026",2020-02-08,33.2,22.4,"84.7","0"
"108026",2020-02-09,33.1,23.9,"91.1","9.8"
