"Code
  Weather Station",Date,T max (°C),T min (°C),"Relative
  Humidity (%)","Rainfall
  (mm/day) "
103036,2019-11-01,34,24.2,69.2,0
103036,2019-11-02,28.4,21.5,77.2,0
103036,2019-11-03,33.2,22,69.2,0
103036,2019-11-04,32,24.2,74.9,0
103036,2019-11-05,34,24,74.9,0
103036,2019-11-06,27.8,22,81.5,0
103036,2019-11-07,34.2,23,77.5,0
103036,2019-11-08,33,23,68.1,0
103036,2019-11-09,33.8,24,72.8,0
103036,2019-11-10,34,23,71.3,0
103036,2019-11-11,32.8,23,71.4,0
103036,2019-11-12,29.6,23,83.1,0
103036,2019-11-13,32,22.2,72.9,0
103036,2019-11-14,32.8,24,70.4,0
103036,2019-11-15,31.6,23.4,72.2,0
103036,2019-11-16,32,22.2,75.6,0
103036,2019-11-17,33.6,23,73.1,0
103036,2019-11-18,33.2,23,72.3,0
103036,2019-11-19,30.6,22,76.7,0
103036,2019-11-20,29.8,23,79.8,0
103036,2019-11-21,29.8,22.2,74.5,0
103036,2019-11-22,31.6,23,68.1,0
103036,2019-11-23,32,20.4,73.6,0
103036,2019-11-24,33.2,23,68.2,0
103036,2019-11-25,33.2,23,72,0
103036,2019-11-26,35,23.5,68.7,0
103036,2019-11-27,34.8,24,74.1,2.7
103036,2019-11-28,34.8,23,78.8,0
103036,2019-11-29,32.2,23,76.4,0
103036,2019-11-30,28.5,22,82.8,0
103036,2019-12-01,34.8,22,77.6,0
103036,2019-12-02,32,23,77.9,0
103036,2019-12-03,32,23.6,78.9,0
103036,2019-12-04,32.6,23.5,72.7,0
103036,2019-12-05,34.8,24,68.7,0
103036,2019-12-06,35,24.5,68.3,0
103036,2019-12-07,33.2,23,78.3,0.8
103036,2019-12-08,30.2,23,81.2,0
103036,2019-12-09,34,21,69.6,0
103036,2019-12-10,34,24,65.8,0
103036,2019-12-11,34,23.4,72.6,0
103036,2019-12-12,33,22.4,67.3,0
103036,2019-12-13,34.5,22,66.8,0
103036,2019-12-14,34.5,22.5,63.3,0
103036,2019-12-15,33.5,21,67.8,0
103036,2019-12-16,31,22,72,0.5
103036,2019-12-17,32,22,74.3,0
103036,2019-12-18,33.8,20.5,69.1,0
103036,2019-12-19,35.2,24,66.3,0
103036,2019-12-20,30.2,23.5,76.7,0
103036,2019-12-21,33.2,22.4,71.7,0
103036,2019-12-22,30.2,24,74.4,0
103036,2019-12-23,33.5,24,70.1,0
103036,2019-12-24,34,25,68.1,0
103036,2019-12-25,33,23,72.8,0
103036,2019-12-26,33.4,24,71.8,0.5
103036,2019-12-27,36,24.2,66.1,0.5
103036,2019-12-28,34.5,23.2,74.8,3.8
103036,2019-12-29,34.5,24,73.8,28.5
103036,2019-12-30,31.2,22.5,82.3,2.3
103036,2019-12-31,30.6,24,87,7.2
103036,2020-01-01,33.5,23.5,75.5,0
103036,2020-01-02,32.8,24.2,71,0
103036,2020-01-03,33.5,25,73.3,1.8
103036,2020-01-04,33.8,24,72.4,1
103036,2020-01-05,35,25,69.1,0
103036,2020-01-06,35,24,77.8,0
103036,2020-01-07,31.5,23.2,71.4,0
103036,2020-01-08,35.8,22,70.9,0
103036,2020-01-09,36,24,64.9,0
103036,2020-01-10,35.2,24.4,67.6,0
103036,2020-01-11,33.8,24,71.7,0
103036,2020-01-12,33,24,65.4,0
103036,2020-01-13,34.2,22.5,69.1,0
103036,2020-01-14,36,22.5,70.7,0
103036,2020-01-15,35,25.5,64.1,0
103036,2020-01-16,34.5,24,67.4,0
103036,2020-01-17,35.2,23,67.9,0
103036,2020-01-18,36.8,25.4,61.5,0
103036,2020-01-19,35,24,68,0
103036,2020-01-20,35.8,25.2,71.9,1.4
103036,2020-01-21,32.6,24.2,80.4,0.5
103036,2020-01-22,33.5,24,74.7,0
103036,2020-01-23,34.4,25,65.6,0
103036,2020-01-24,35.8,25.5,70.5,0
103036,2020-01-25,37.5,26,65.6,0
103036,2020-01-26,35.4,26,70.8,0
103036,2020-01-27,32.5,25,78.8,3.5
103036,2020-01-28,33.5,23,79.1,1
103036,2020-01-29,33.8,23.4,S/D,0
103036,2020-01-30,35,21.6,71.7,0
103036,2020-01-31,33.6,25,83.8,0
103036,2020-02-01,34,23,78.8,0.8
103036,2020-02-02,32.2,24,83.1,14.5
103036,2020-02-03,33.4,22.6,78.1,0
103036,2020-02-04,35,25.6,64.4,0
103036,2020-02-05,33.2,25.2,74,0
103036,2020-02-06,36,24,74.4,0
103036,2020-02-07,36,24,70.8,0
103036,2020-02-08,35.5,23,79.7,0
103036,2020-02-09,32.6,25,84.1,23.7
103036,2020-02-10,33.8,25,68.2,0
103036,2020-02-11,35.2,22,75.2,0
103036,2020-02-12,34.2,25,68.9,0
103036,2020-02-13,34.6,24.5,S/D,0
103036,2020-02-14,34,25,76.9,0
103036,2020-02-15,32.6,26,75.9,2.2
103036,2020-02-16,35.5,23,77.4,0
103036,2020-02-17,35.4,25,74.4,0
103036,2020-02-18,36,22,67.5,0
103036,2020-02-19,36.5,26,63.4,0
103036,2020-02-20,34,26,79.4,19.4
103036,2020-02-21,34.2,24,86.4,3.6
103036,2020-02-22,33.2,25,73,1.4
103036,2020-02-23,31.6,24,80.1,13.4
103036,2020-02-24,30,23.6,82.2,11
103036,2020-02-25,34,23.6,85,5.2
103036,2020-02-26,34.2,24.4,72.9,0
103036,2020-02-27,31.5,24.4,80.2,0.4
103036,2020-02-28,35,24.2,78.6,0
103036,2020-02-29,31.6,26,78,0
103036,2020-03-01,32,25,77.4,0
103036,2020-03-02,32.8,24.2,80.9,2
103036,2020-03-03,33.6,24,79.6,1.3
103036,2020-03-04,33.4,24.2,82.1,0
103036,2020-03-05,33,26,74.4,20
103036,2020-03-06,33.2,23.6,85.5,24.1
103036,2020-03-07,31.2,24,87.7,33.2
103036,2020-03-08,32.6,23.2,79.5,0
103036,2020-03-09,35,24,76.1,0
103036,2020-03-10,33,24.2,78.6,9.5
103036,2020-03-11,32,23,82.9,7.3
103036,2020-03-12,32.2,24.2,85,1.3
103036,2020-03-13,33.6,23.4,80.9,23
103036,2020-03-14,30.2,23.2,79.4,0
103036,2020-03-15,34.8,23.5,77.9,0
103036,2020-03-16,33,24,77.9,3.4
103036,2020-03-17,S/D,23.6,S/D,0
