"Code
  Weather Station",Date,T max (°C),T min (°C),"Relative
  Humidity (%)","Rainfall
  (mm/day) "
"109003",2019-11-01,29,16.2,"64.1","0.4"
"109003",2019-11-02,25.5,15.8,"64.3","0"
"109003",2019-11-03,26,16.7,"69.5","0.4"
"109003",2019-11-04,27.7,16.4,"64.7","0.7"
"109003",2019-11-05,28,16,"67.7","0.1"
"109003",2019-11-06,27,16.7,"64.4","0"
"109003",2019-11-07,28,15.2,"64.5","0"
"109003",2019-11-08,27,16.8,"68.8","0"
"109003",2019-11-09,28.1,16.4,"63.5","0"
"109003",2019-11-10,27.5,17.8,"75.1","3.1"
"109003",2019-11-11,26.8,16,"68.2","4.9"
"109003",2019-11-12,26.9,14.5,"73.1","0.2"
"109003",2019-11-13,27.7,11.5,"65","0"
"109003",2019-11-14,25.7,17.5,"72.8","T"
"109003",2019-11-15,27.9,16.3,"67.4","2.1"
"109003",2019-11-16,23.5,16,"74.5","1.1"
"109003",2019-11-17,30.3,15.4,"59.1","0.4"
"109003",2019-11-18,27,16.2,"61.2","0.1"
"109003",2019-11-19,27.7,16.6,"54.1","0"
"109003",2019-11-20,25.7,14.4,"56.6","0"
"109003",2019-11-21,27.5,13.4,"66.5","0"
"109003",2019-11-22,28.6,14.5,"69.4","0.1"
"109003",2019-11-23,21,15.5,"86.6","4.9"
"109003",2019-11-24,25,14.4,"71.7","0"
"109003",2019-11-25,28.3,13.6,"64.7","0"
"109003",2019-11-26,29.1,14.8,"66.1","0"
"109003",2019-11-27,28.3,15.8,"68.8","0"
"109003",2019-11-28,27.8,16,"64.9","0"
"109003",2019-11-29,26.2,16.4,"66.9","0"
"109003",2019-11-30,26,16.2,"73.2","0"
"109003",2019-12-01,25.5,17.6,"72.7","3"
"109003",2019-12-02,25.7,16.1,"71.3","9.7"
"109003",2019-12-03,25.1,13.3,"74.9","0"
"109003",2019-12-04,26,14.8,"72","9.3"
"109003",2019-12-05,22.1,15.4,"89.1","0.4"
"109003",2019-12-06,24.1,15.2,"81.2","2.5"
"109003",2019-12-07,27.3,14.9,"74.3","1.3"
"109003",2019-12-08,27.5,15.5,"85.8","3.2"
"109003",2019-12-09,27.7,14.6,"70.7","13.4"
"109003",2019-12-10,24.3,14.8,"73.9","3.2"
"109003",2019-12-11,26,14.6,"79.3","0.5"
"109003",2019-12-12,20.5,15.7,"88.2","6.5"
"109003",2019-12-13,21,14.2,"88.3","23.7"
"109003",2019-12-14,20.2,13.2,"84.2","2.1"
"109003",2019-12-15,25.7,14.8,"74.2","0"
"109003",2019-12-16,26.3,15.5,"71.6","20"
"109003",2019-12-17,26.7,13.6,"71","0.1"
"109003",2019-12-18,25.9,15.5,"76.7","6.1"
"109003",2019-12-19,25.2,12.8,"77.9","0.5"
