"Code
  Weather Station",Date,T max (°C),T min (°C),"Relative
  Humidity (%)","Rainfall
  (mm/day) "
"109040",2019-11-01,24.8,14.4,"79.6","0"
"109040",2019-11-02,26.6,13.4,"76.8","0"
"109040",2019-11-03,25.4,15,"79","0"
"109040",2019-11-04,25.8,14.2,"77.2","0"
"109040",2019-11-05,25,14.6,"82.7","0"
"109040",2019-11-06,24.4,15.2,"78.3","0"
"109040",2019-11-07,26,13.6,"77.7","0"
"109040",2019-11-08,25.8,14,"77.2","0"
"109040",2019-11-09,26.4,14.8,"79.8","0"
"109040",2019-11-10,25.6,14.2,"77.5","0"
"109040",2019-11-11,26.2,15.2,"79.1","0"
"109040",2019-11-12,27,15,"79.7","0"
"109040",2019-11-13,25.8,15.4,"78","0"
"109040",2019-11-14,24.6,13.8,"84.9","0"
"109040",2019-11-15,25,14,"85.4","0"
"109040",2019-11-16,26.2,13.6,"81.4","0"
"109040",2019-11-17,26.8,13,"78.3","0"
"109040",2019-11-18,26.4,12.6,"78.7","0"
"109040",2019-11-19,27.2,13.4,"79.6","0"
"109040",2019-11-20,26.6,14.2,"72.5","0"
"109040",2019-11-21,27,14.6,"72.2","0"
"109040",2019-11-22,24,12.4,"78.8","0"
"109040",2019-11-23,23.4,12.8,"79.7","0"
"109040",2019-11-24,24.2,13,"86.6","0"
"109040",2019-11-25,25.6,13.4,"76.5","0"
"109040",2019-11-26,25,12.6,"78.1","0"
"109040",2019-11-27,27.4,13,"80.3","0"
"109040",2019-11-28,26.6,12.4,"77.1","0"
"109040",2019-11-29,26,13.8,"84","0"
"109040",2019-11-30,25.4,12.8,"80","0"
"109040",2019-12-01,25.6,13.2,"80.5","0"
"109040",2019-12-02,26,13.6,"77.6","2.6"
"109040",2019-12-03,23.8,14.4,"81.8","0"
"109040",2019-12-04,26.4,14,"78.1","0"
"109040",2019-12-05,27.6,14.6,"77.8","0"
"109040",2019-12-06,27.4,15.2,"81.8","0"
"109040",2019-12-07,26.2,13.4,"84.8","0"
"109040",2019-12-08,26.6,14,"84.1","0"
"109040",2019-12-09,24.8,14.2,"81.7","0"
"109040",2019-12-10,23.6,14.2,"86.9","0"
"109040",2019-12-11,23,13,"89.3","0"
"109040",2019-12-12,24,12.6,"88.4","2.3"
"109040",2019-12-13,22.6,13.2,"85.2","0"
"109040",2019-12-14,23.6,13.8,"88","0"
"109040",2019-12-15,26,14.2,"83.3","0"
"109040",2019-12-16,25,14,"87.9","0"
"109040",2019-12-17,25.2,14.6,"81.4","0"
"109040",2019-12-18,26.4,15,"83.1","0"
"109040",2019-12-19,27.4,14.6,"78.9","0"
"109040",2019-12-20,26.2,15.2,"83.2","0"
"109040",2019-12-21,26.8,15.6,"85.9","0"
"109040",2019-12-22,25.4,14.4,"89.3","1.2"
"109040",2019-12-23,25.8,15,"80.6","0"
"109040",2019-12-24,26.4,15.4,"79.4","0"
"109040",2019-12-25,26,14.8,"85.6","0"
"109040",2019-12-26,26.2,14,"84.9","0"
"109040",2019-12-27,26.6,15.6,"81.7","0"
"109040",2019-12-28,25.8,14.4,"82.1","0"
"109040",2019-12-29,27,15,"82.8","0"
"109040",2019-12-30,27.6,15.8,"81.4","0"
"109040",2019-12-31,28,15.2,"85.4","0"
"109040",2020-01-01,27.4,15.4,"82.4","0"
"109040",2020-01-02,25.6,15,"83.5","0"
"109040",2020-01-03,25.6,14.4,"85.8","0"
"109040",2020-01-04,27.2,15.2,"88.4","1"
"109040",2020-01-05,26.4,15.6,"84.4","1"
"109040",2020-01-06,27,16,"84","0"
"109040",2020-01-07,26.6,14.8,"84.5","0"
"109040",2020-01-08,26.8,15,"84.6","0"
"109040",2020-01-09,27.2,12.6,"86","0"
"109040",2020-01-10,28,12,"83.7","0"
"109040",2020-01-11,28.4,12.8,"84.5","0"
"109040",2020-01-12,26.8,12.4,"82.1","0"
"109040",2020-01-13,27.4,14,"83.3","0"
"109040",2020-01-14,28.4,14.4,"80.6","0"
"109040",2020-01-15,26.8,14.6,"79.3","0"
"109040",2020-01-16,26.6,14.2,"82.3","0"
"109040",2020-01-17,27.2,15,"82.3","0"
"109040",2020-01-18,27,15.4,"82.6","0"
"109040",2020-01-19,28.4,14.8,"84.6","0"
"109040",2020-01-20,25.6,14.4,"88.9","0"
"109040",2020-01-21,25.2,14.2,"88.7","0"
"109040",2020-01-22,21.2,13.8,"98.8","3.3"
"109040",2020-01-23,21.6,14.6,"98.2","3"
"109040",2020-01-24,24.6,14,"88.4","1"
"109040",2020-01-25,25.6,15.2,"90.7","1.2"
"109040",2020-01-26,25.4,15.2,"80.9","0"
"109040",2020-01-27,24.4,15.6,"87.4","0"
"109040",2020-01-28,23,14.6,"96.1","4.2"
"109040",2020-01-29,23.4,16,"94","2.4"
"109040",2020-01-30,26.6,15.4,"85.2","0"
"109040",2020-01-31,26,14.6,"88.5","0"
"109040",2020-02-01,25.6,16.2,"87.8","0"
"109040",2020-02-02,27.8,15.8,"85","0"
"109040",2020-02-03,26.2,15,"89.1","0"
"109040",2020-02-04,27,16,"88.4","0"
"109040",2020-02-05,26.6,16,"87.3","0"
"109040",2020-02-06,26.4,14.6,"89.4","0"
"109040",2020-02-07,27.6,15.2,"85.7","0"
"109040",2020-02-08,27.2,15.4,"86","0"
"109040",2020-02-09,22.8,14.8,"93.7","0"
"109040",2020-02-10,25.8,14.4,"91.6","0"
"109040",2020-02-11,28,15,"83.6","0"
"109040",2020-02-12,27.4,15.8,"84.1","0"
"109040",2020-02-13,26.4,16,"87.9","0"
"109040",2020-02-14,26.8,15.2,"86.6","0"
"109040",2020-02-15,28.4,14.6,"83.2","0"
"109040",2020-02-16,28.6,15.4,"85.3","0"
"109040",2020-02-17,27.2,16.2,"83.5","0"
"109040",2020-02-18,27,14.6,"87.6","0"
"109040",2020-02-19,28.8,14,"84.7","0"
"109040",2020-02-20,28,14.8,"84.1","0"
"109040",2020-02-21,27.6,16.2,"83.6","0"
"109040",2020-02-22,24.4,17,"86.4","0"
"109040",2020-02-23,29,17.2,"83","0"
"109040",2020-02-24,29.4,15.8,"86.9","0"
"109040",2020-02-25,28.2,16.6,"82.7","0"
"109040",2020-02-26,28,15.4,"82.3","0"
"109040",2020-02-27,28.6,16,"84","0"
"109040",2020-02-28,27.8,16.4,"85.4","0"
"109040",2020-02-29,27.2,16.2,"88.3","0"
"109040",2020-03-01,24.8,14.4,"93.9","0"
"109040",2020-03-02,25.2,15,"89.1","0"
"109040",2020-03-03,27.6,15.2,"87.3","0"
"109040",2020-03-04,27.8,14.8,"82.9","0"
"109040",2020-03-05,27.2,15.4,"88.7","0"
"109040",2020-03-06,28,16.2,"87.1","0"
"109040",2020-03-07,28.6,15.6,"93.4","0"
"109040",2020-03-08,27.4,16,"86.5","0"
"109040",2020-03-09,28.2,16.6,"80.6","0"
"109040",2020-03-10,S/D,15.5,"S/D","0"
"109040",2020-03-11,29,15.8,"77.4","0"
"109040",2020-03-12,28.6,16.4,"82.4","0"
"109040",2020-03-13,27.6,15.8,"84.4","0"
"109040",2020-03-14,28.4,16.2,"82.2","0"
"109040",2020-03-15,29,15.6,"83.5","0"
"109040",2020-03-16,27.2,16,"81.6","0"
"109040",2020-03-17,S/D,15.2,"S/D","0"
