"Code
  Weather Station",Date,T max (°C),T min (°C),"Relative
  Humidity (%)","Rainfall
  (mm/day) "
"110037",2019-11-01,11,1.2,"85.5","4.5"
"110037",2019-11-02,13,0,"86.8","20"
"110037",2019-11-03,10,2,"85.4","4"
"110037",2019-11-04,11,0.6,"84.1","2"
"110037",2019-11-05,12,1.4,"86.4","8"
"110037",2019-11-06,10.5,1.6,"84.6","9"
"110037",2019-11-07,10.7,3.8,"85.3","7.1"
"110037",2019-11-08,11,3.8,"85.5","1"
"110037",2019-11-09,13,3.2,"80.9","1"
"110037",2019-11-10,9,1.8,"85.5","0"
"110037",2019-11-11,8,1.7,"86.1","30"
"110037",2019-11-12,13,2,"84.3","11"
"110037",2019-11-13,12,-0.8,"84","0"
"110037",2019-11-14,13,1.6,"84.3","0"
"110037",2019-11-15,14.7,3.7,"83.6","10.4"
"110037",2019-11-16,8.5,1,"85.2","7"
"110037",2019-11-17,13.2,2,"80.9","15.1"
"110037",2019-11-18,9.5,2.2,"86.3","9"
"110037",2019-11-19,12,1.8,"82.4","0"
"110037",2019-11-20,9.5,0.6,"85.6","0"
"110037",2019-11-21,12.4,0.2,"82.7","4"
"110037",2019-11-22,12.2,1.8,"83.8","0"
"110037",2019-11-23,9.5,0.8,"85.2","4"
"110037",2019-11-24,10.4,1,"84.2","7"
"110037",2019-11-25,11.2,2,"85.2","0"
"110037",2019-11-26,14,2.2,"83.1","0"
"110037",2019-11-27,13.1,2.4,"85.2","0"
"110037",2019-11-28,13,-0.6,"82.1","4"
"110037",2019-11-29,13.6,2.2,"80.8","3"
"110037",2019-11-30,12.5,2,"84.9","0"
"110037",2019-12-01,10.5,3.2,"83.9","17"
"110037",2019-12-02,11.5,3.6,"85.9","24.8"
"110037",2019-12-03,11.4,2.4,"85.4","60"
"110037",2019-12-04,10.2,1.2,"87.3","15"
"110037",2019-12-05,11.9,3,"82.9","19.5"
"110037",2019-12-06,10,2.4,"84.7","9.2"
"110037",2019-12-07,10.5,2.2,"86.4","23.8"
"110037",2019-12-08,11,1.2,"84.4","25"
"110037",2019-12-09,11.5,0.6,"86.8","14"
"110037",2019-12-10,9.5,1.8,"85.9","1.8"
"110037",2019-12-11,12,3.4,"82.9","4"
"110037",2019-12-12,8.5,2.2,"87.4","23"
"110037",2019-12-13,9,0.8,"85.1","25"
"110037",2019-12-14,10.4,0.4,"87","10.5"
"110037",2019-12-15,12,3.5,"85.1","1"
"110037",2019-12-16,12.5,3.6,"84.2","30"
"110037",2019-12-17,9,0.6,"86.9","15.5"
"110037",2019-12-18,12,2.4,"87.1","29"
"110037",2019-12-19,10.6,2.5,"87.8","17.5"
"110037",2019-12-20,10.8,2.7,"85.8","7"
"110037",2019-12-21,12.5,3.4,"84","18"
